BTC,ETH,ADA,BNB,XMR
51811.55,1916.17,0.91665,194.1836,256.01
51830.33,1925.39,0.91667,191.3,254.99
51738.1,1921.68,0.90682,193.6993,252.78
52093.37,1937.59,0.91851,198.1134,255.59
52001.23,1944.75,0.92014,194.8982,257.59
51839.21,1937.93,0.91357,193.8349,260.18
51555.69,1939.07,0.9143,195.5679,261.0
51489.38,1927.72,0.92021,206.2829,259.57
51309.64,1916.53,0.90765,216.0,257.56
51213.77,1914.96,0.90251,216.3266,258.77
51210.25,1908.66,0.89653,231.7614,260.2
51114.61,1901.6,0.88917,242.6919,263.51
51485.19,1913.09,0.89398,270.8115,264.04
51683.92,1921.16,0.90979,251.1385,268.32
51681.94,1917.24,0.9137,260.9924,273.28
52207.5,1920.38,0.91794,257.6358,271.16
52662.97,1931.83,0.9251,251.6755,270.93
52657.36,1926.56,0.92408,263.805,268.85
52683.37,1933.37,0.94232,265.1064,271.43
52507.01,1929.11,0.92632,265.1876,268.33
52783.94,1923.04,0.91965,296.9,266.35
52867.92,1914.4,0.91076,322.0565,259.91
53870.06,1929.22,0.91437,311.6874,269.44
54350.14,1946.24,0.9215,293.5608,266.68
54769.99,1964.19,0.93328,300.5099,270.2
55388.97,1966.7,0.93584,315.4,272.21
54987.13,1952.7,0.92648,324.9678,274.85
55350.0,1951.57,0.93621,323.5188,279.42
55639.33,1958.27,0.9378,333.599,277.78
55415.78,1951.58,0.9368,327.5726,276.7
55922.05,1955.88,0.92664,333.3426,282.23
56241.36,1934.12,0.92466,288.3674,283.39
56190.56,1950.7,1.04719,288.9024,281.04
56162.33,1984.17,1.06599,300.001,281.04
55731.72,2018.97,1.03439,287.2267,279.6
55831.86,2022.82,1.04021,291.3716,278.14
55694.95,2014.98,1.06312,293.3855,277.61
55962.49,2028.39,1.06,301.9996,276.62
55230.19,1985.8,1.02413,292.3154,271.45
55252.18,1991.61,1.0361,295.0714,272.73
55256.18,2003.25,1.04673,294.5337,273.08
55892.26,2003.79,1.06704,298.5714,277.17
56348.09,1999.3,1.05812,303.8036,273.14
57293.0,2024.16,1.06732,297.1609,273.25
57294.68,2029.6,1.12144,284.4777,269.11
56317.71,1990.25,1.08417,268.1318,263.2
56183.39,1980.0,1.08764,274.0,260.6
56747.69,2002.72,1.13062,277.5769,266.27
57072.27,1997.11,1.15659,283.6363,264.34
57133.58,1997.08,1.15305,277.0267,263.87
57003.25,1993.82,1.14993,272.4311,262.25
56751.64,1987.16,1.16663,269.5401,256.94
56495.71,1964.76,1.14666,253.1402,257.59
55472.18,1895.33,1.13924,243.5,255.33
55885.1,1914.7,1.1167,253.2001,256.05
55844.05,1918.32,1.12525,275.1293,256.74
56363.99,1937.58,1.12215,273.85,257.63
56331.49,1936.97,1.12166,274.4231,258.03
56526.95,1934.63,1.10584,268.7225,255.44
56711.48,1944.06,1.11183,265.3791,257.2
56565.0,1944.31,1.12553,263.1608,257.38
56501.01,1940.9,1.12314,261.9996,254.16
56116.17,1913.22,1.10341,256.9086,248.77
56531.53,1937.47,1.12808,274.8647,253.19
56812.22,1940.77,1.11779,289.4197,255.4
57572.91,1972.1,1.14809,280.4323,251.85
57294.25,1962.23,1.13534,284.5119,254.28
56914.06,1942.82,1.13168,287.4624,252.13
57169.67,1948.3,1.12628,292.8872,250.33
57407.01,1963.1,1.12505,303.3388,254.76
57343.5,1960.92,1.1079,301.7974,258.84
57759.14,1959.11,1.09743,287.12,254.98
57522.16,1950.76,1.09958,297.2653,254.93
58201.88,1964.52,1.11,297.0098,256.88
58093.6,1966.71,1.11505,298.87,254.04
57690.88,1930.75,1.09723,286.0074,247.54
57334.59,1920.06,1.08068,281.5452,246.05
57372.51,1929.75,1.09347,293.0083,247.51
57465.09,1934.9,1.09986,295.4545,247.39
56278.55,1888.51,1.0503,282.0644,241.67
56906.65,1914.88,1.07944,285.9271,244.22
56892.15,1905.92,1.06575,284.84,242.7
55877.3,1871.36,1.04578,274.1729,238.21
55817.61,1864.72,1.03996,277.0002,237.99
55882.94,1868.79,1.03325,274.0488,236.47
56028.4,1873.67,1.05076,276.8076,241.28
56457.16,1887.34,1.07107,277.8571,239.96
55468.67,1855.23,1.03797,270.9742,233.22
54727.51,1819.99,1.02,263.0,228.23
54851.48,1816.4,1.01221,265.794,231.63
54503.23,1801.89,1.0029,258.6985,234.44
53739.14,1780.18,0.99071,251.7759,227.56
51993.2,1725.21,0.9579,240.5839,216.91
53500.01,1756.63,1.0393,271.9858,218.2
53244.04,1733.83,0.99181,262.6127,215.88
53173.52,1730.23,1.02177,261.3782,218.19
52084.51,1681.63,0.97,247.036,213.58
53219.56,1717.88,1.0063,256.4125,218.39
53584.99,1746.19,1.03492,259.2,221.9
53800.0,1766.24,1.06742,260.8088,227.21
54898.17,1799.98,1.11201,273.7648,225.74
54096.89,1776.33,1.08597,267.0,224.14
54107.06,1777.78,1.09741,267.3996,224.17
53443.97,1760.46,1.10858,258.0841,218.91
52536.95,1713.41,1.06247,252.2954,215.28
51204.65,1667.44,0.99712,239.7276,211.79
51878.34,1679.02,1.03434,246.9582,216.51
50722.37,1632.84,1.02094,243.6299,215.84
49924.02,1619.5,0.99771,236.9569,204.32
49530.66,1577.51,0.98488,231.6787,201.49
49607.66,1585.15,0.98999,231.4979,201.89
46517.81,1442.58,0.85907,195.111,176.76
48049.96,1499.91,0.92281,218.9609,188.22
47506.91,1479.81,0.94209,214.16,184.0
46355.43,1452.06,0.90809,204.9947,188.37
48693.42,1529.99,0.96543,219.9468,195.21
48750.41,1551.94,0.97604,225.1074,199.8
46962.84,1519.91,0.94789,217.304,192.32
48603.19,1574.2,0.97229,230.3554,197.34
47370.56,1550.7,0.95483,226.4317,196.12
47155.35,1518.94,0.94101,221.1472,195.14
46852.94,1495.86,0.92888,216.4638,199.07
45480.27,1446.75,0.89323,205.5687,196.58
47789.14,1523.59,0.93081,218.7491,209.34
47931.14,1535.55,0.93831,217.9532,210.0
48582.15,1567.88,0.9412,224.8253,217.76
48888.16,1577.3,0.96083,232.5937,220.37
48454.22,1567.69,0.94165,223.1346,220.41
50183.42,1605.43,0.99606,234.8803,224.47
50158.53,1617.61,0.99688,240.8844,220.88
50898.07,1637.67,1.00518,247.3012,222.72
50631.06,1643.57,0.99792,247.3049,219.43
50226.44,1627.22,0.98829,243.4404,216.17
50089.15,1636.74,0.98694,242.9148,215.52
50080.02,1641.64,1.00097,253.626,217.48
50636.16,1677.29,1.04187,269.3585,222.1
50871.04,1691.05,1.03936,271.7892,222.38
50098.96,1661.79,1.0229,258.636,215.11
50368.0,1678.01,1.04276,265.6707,215.85
50753.09,1690.36,1.063,271.6465,217.58
49472.86,1640.32,1.02814,258.5677,209.28
49391.63,1642.58,1.0171,247.0012,208.63
49853.86,1661.27,1.02674,257.5167,210.84
49336.59,1646.66,1.03979,249.63,210.54
50069.34,1661.93,1.06472,257.1717,214.37
49599.23,1635.8,1.04424,252.0668,210.17
48983.55,1599.68,1.02673,244.0609,206.41
49118.49,1603.48,1.03436,246.1469,204.46
48727.28,1590.48,1.0205,243.5247,203.46
48821.67,1590.86,1.03285,248.0625,205.03
49695.47,1624.24,1.04945,254.625,204.2
50529.35,1652.68,1.06315,261.6117,208.47
50513.08,1629.86,1.03576,254.3784,205.9
50664.09,1632.53,1.03664,253.5837,205.12
50226.08,1604.55,1.03503,251.6832,203.67
49652.87,1591.75,1.02496,244.7518,200.0
50413.7,1623.4,1.05213,250.7782,206.06
50480.55,1618.65,1.04123,248.9401,205.5
50434.1,1635.22,1.04356,247.8951,207.85
49733.83,1599.16,1.03091,242.0269,204.44
49014.23,1597.07,1.02644,242.1849,206.01
49593.4,1610.38,1.03785,246.4404,209.82
50335.95,1622.92,1.04727,247.9762,212.86
51499.95,1648.76,1.064,259.5295,216.63
51369.67,1645.89,1.07247,258.5382,216.09
50853.76,1634.18,1.07332,253.8099,213.02
50860.62,1627.99,1.11916,254.647,212.24
50659.42,1621.39,1.14612,254.9765,210.95
49559.56,1592.95,1.1317,247.0052,205.55
49562.39,1580.87,1.12319,246.1184,205.04
49461.45,1585.92,1.13193,246.805,205.13
49145.88,1575.46,1.13242,244.7762,204.01
48069.17,1524.53,1.11286,240.2501,200.59
48215.13,1516.22,1.10649,242.7948,198.88
47079.75,1482.02,1.07635,234.6439,199.24
46792.28,1480.23,1.05356,227.479,198.49
46504.06,1472.67,1.0531,226.0425,197.15
47362.82,1488.07,1.07703,229.9615,200.07
47344.13,1491.7,1.08241,228.3987,203.29
47021.09,1504.34,1.05431,227.8939,204.92
45525.09,1450.17,1.00594,213.5379,199.45
46081.11,1462.11,1.02011,222.1119,202.21
44987.68,1430.69,1.0185,215.0,197.13
45724.8,1456.02,1.0536,221.2516,200.95
46420.3,1476.84,1.12596,230.4148,206.78
46710.45,1487.38,1.12192,228.4624,209.05
46426.52,1483.21,1.10992,224.7298,205.63
46812.95,1483.34,1.11617,227.6,207.62
45967.6,1460.59,1.09504,224.4158,202.39
46863.19,1515.3,1.12623,226.5,207.71
47598.59,1533.06,1.162,231.4143,208.62
48155.25,1551.26,1.23322,235.9592,214.78
47681.74,1520.31,1.19053,233.2579,211.72
47324.27,1507.78,1.24563,230.5346,209.49
46936.7,1479.06,1.26446,225.4861,204.2
46260.1,1446.17,1.23413,222.8565,200.78
45686.51,1429.62,1.23588,219.3277,199.86
45482.38,1424.52,1.19144,215.6775,199.7
46302.75,1444.54,1.2426,221.7346,204.38
47539.57,1490.49,1.24912,231.4288,211.17
47769.27,1496.77,1.25182,229.8291,210.52
47364.01,1489.09,1.25606,225.8676,212.87
47418.77,1490.61,1.26526,228.0614,215.0
47660.01,1500.68,1.32107,229.1002,216.91
47793.96,1505.68,1.36283,234.749,217.17
47544.81,1505.05,1.34244,233.5109,218.72
47162.1,1490.57,1.35535,231.7413,218.21
46611.54,1473.35,1.41664,226.5414,217.65
46660.72,1465.69,1.428,225.6571,213.57
46780.02,1466.2,1.43037,226.4635,213.84
47303.19,1469.99,1.45979,229.0966,216.33
47439.33,1486.39,1.40925,229.8877,220.56
47458.24,1483.93,1.32629,228.4581,220.63
47093.36,1473.6,1.37629,226.4285,218.24
46550.98,1454.43,1.36088,223.5406,216.0
46904.05,1471.37,1.38043,224.7175,216.66
47065.23,1487.64,1.42374,226.0047,214.77
47157.04,1491.62,1.40563,226.0057,216.4
47436.05,1513.0,1.40365,229.4942,218.81
47112.23,1509.28,1.34314,228.0689,215.17
46852.98,1507.53,1.36343,229.2857,212.08
45865.29,1464.58,1.28563,223.9687,207.67
46148.23,1459.56,1.31523,225.4784,209.26
46378.07,1461.31,1.31993,225.8163,209.69
46473.53,1464.64,1.27945,226.9387,208.03
45418.03,1431.38,1.22873,220.378,202.66
44662.04,1370.33,1.1732,211.6462,200.47
44427.5,1370.13,1.20194,210.1985,200.02
44828.18,1364.2,1.1878,211.6876,205.88
44389.05,1335.4,1.1825,204.9591,206.08
44426.53,1343.39,1.19697,209.6816,206.8
44893.28,1360.44,1.26,212.8584,208.73
45097.15,1365.08,1.2946,213.9844,210.91
45200.1,1363.6,1.30082,214.5429,218.22
45305.91,1371.99,1.27509,216.6934,222.95
44779.39,1358.78,1.24621,211.5151,219.21
44190.56,1335.51,1.22388,207.0,211.0
44582.09,1355.34,1.26209,208.5137,214.39
43408.97,1318.29,1.20466,198.3945,207.36
43566.5,1348.24,1.21144,199.1689,205.37
43173.65,1329.96,1.19816,196.011,205.12
43714.95,1350.88,1.22968,199.0559,209.34
44462.15,1390.99,1.27764,205.3948,213.01
44933.23,1410.88,1.3013,207.1402,213.92
45224.75,1415.64,1.3449,209.1613,218.48
45257.35,1423.18,1.29497,208.6444,220.55
45226.61,1421.69,1.31525,210.5809,219.55
46300.72,1443.22,1.2741,219.2437,221.11
46244.76,1442.0,1.28856,219.9262,219.53
46501.85,1442.56,1.27105,225.5914,217.53
46380.67,1435.49,1.27451,224.9245,215.54
46499.1,1443.04,1.27692,223.6324,218.57
46243.05,1434.86,1.2666,222.0,212.2
45898.76,1425.67,1.23892,217.7177,210.71
46321.11,1438.7,1.27827,222.9854,213.14
47064.4,1466.16,1.28519,230.8888,217.5
47406.04,1505.99,1.26316,238.8411,218.97
47659.53,1524.32,1.26154,247.9798,218.18
47793.72,1526.93,1.273,251.8105,221.02
47978.18,1530.78,1.27326,251.1471,219.94
47879.86,1525.37,1.25788,248.2252,219.32
48144.13,1527.86,1.26862,249.7175,221.77
49280.5,1554.53,1.28125,256.8678,224.66
49144.23,1545.33,1.303,249.6,223.56
48612.7,1522.51,1.26879,243.1457,220.57
48507.6,1525.38,1.2912,247.6699,221.34
48297.24,1514.23,1.27857,244.5649,219.62
48571.97,1519.82,1.29368,246.437,221.23
48836.01,1545.93,1.31484,250.0,222.73
49184.94,1551.76,1.3019,254.6603,226.8
49638.48,1571.34,1.29787,255.1388,230.62
49412.71,1566.07,1.23364,255.8763,226.1
49416.27,1569.27,1.2293,256.0499,225.96
49317.44,1569.32,1.21877,253.2537,226.3
49007.97,1556.78,1.2179,248.8202,226.37
49184.91,1578.28,1.23019,251.4252,231.56
48711.88,1558.62,1.2166,248.1779,229.28
48674.39,1543.73,1.22178,246.6636,225.46
48367.88,1540.29,1.21333,246.53,223.7
48898.12,1559.5,1.23505,252.3032,227.12
49179.54,1565.41,1.24,253.1373,226.69
48755.53,1557.07,1.227,248.5349,223.5
48879.44,1568.67,1.23414,250.2711,225.14
48847.28,1564.1,1.22633,249.6999,221.9
49040.18,1574.1,1.23733,250.7068,224.53
48938.17,1569.28,1.25455,250.51,224.62
48709.99,1554.69,1.24332,247.3819,221.0
47557.43,1499.05,1.20871,235.6747,215.09
47885.12,1505.69,1.21272,236.9602,215.72
47707.06,1497.16,1.20491,233.1966,213.47
47476.88,1480.28,1.19571,230.5647,213.77
47542.7,1469.37,1.19651,233.0,214.46
47431.21,1467.48,1.18808,232.7574,215.96
47819.42,1480.86,1.21007,236.994,217.84
48487.26,1487.98,1.22382,239.7958,220.87
48547.12,1501.96,1.23017,239.6693,220.82
48885.58,1525.36,1.2299,241.1638,222.84
48629.65,1518.44,1.22802,239.2527,220.79
48739.12,1523.73,1.21926,238.2654,219.62
49146.28,1541.52,1.23725,244.0796,221.76
49117.86,1545.99,1.234,244.5202,222.66
49563.22,1564.51,1.23649,249.0142,223.64
49799.13,1567.84,1.2425,249.3644,224.52
50944.28,1593.51,1.25715,251.4539,227.54
51480.57,1609.22,1.2528,254.4809,226.39
51450.22,1603.38,1.24345,249.5,223.01
51693.16,1608.16,1.2443,249.5746,222.75
52572.64,1651.21,1.25858,254.66,223.84
51581.89,1613.54,1.24579,248.0436,219.97
50765.3,1590.16,1.22395,243.834,217.96
50790.35,1601.48,1.23295,245.204,220.0
51104.55,1612.57,1.23424,247.0383,221.81
51340.99,1626.32,1.24375,247.825,220.5
51261.21,1620.08,1.24945,246.1728,220.47
50871.56,1606.59,1.23959,245.4935,223.87
50539.52,1577.82,1.22809,242.47,220.51
50956.01,1595.52,1.23233,244.3299,223.63
50580.2,1584.5,1.2234,242.2141,221.92
50371.33,1568.17,1.2132,240.6,219.07
50910.09,1593.53,1.22463,242.5828,221.77
51500.0,1615.04,1.225,245.8166,223.01
50803.6,1597.6,1.21795,246.4285,221.38
49585.6,1555.48,1.19574,240.3535,215.5
49069.45,1538.47,1.18752,238.806,213.77
49684.26,1562.13,1.20806,243.1939,218.68
49404.59,1550.32,1.19365,240.5885,215.5
49703.61,1571.62,1.20355,243.284,217.79
50236.25,1571.42,1.20717,243.9326,218.71
49087.25,1547.67,1.19543,241.2116,213.89
49244.44,1558.65,1.17151,238.7193,212.81
49339.49,1562.28,1.16493,238.2906,214.09
49382.21,1562.09,1.15414,237.3827,213.09
49659.01,1567.72,1.14079,237.5067,215.01
49441.18,1574.81,1.16075,237.6925,215.53
49416.13,1576.49,1.15,238.8,215.84
49700.0,1585.07,1.13994,237.9219,217.95
48510.86,1561.82,1.10092,234.0497,215.02
47573.47,1506.71,1.08455,225.6446,212.76
47972.35,1526.08,1.11427,228.5486,215.4
48211.24,1530.67,1.12499,229.4085,212.06
47935.0,1517.15,1.09096,226.9275,212.98
48230.66,1529.13,1.1085,229.7286,214.68
48365.49,1538.77,1.11254,229.5016,217.32
46815.35,1478.76,1.04128,219.7087,207.25
46680.2,1462.5,1.06476,218.3763,205.2
47104.31,1480.75,1.05634,221.4354,206.39
47293.11,1481.85,1.07569,221.4568,206.24
46670.95,1465.78,1.05108,218.9404,203.37
47160.39,1472.43,1.06827,218.7398,205.88
47394.49,1479.76,1.1504,222.0,206.36
47388.61,1474.62,1.14016,224.2845,207.1
46628.97,1455.66,1.09962,218.9452,203.67
47053.15,1469.5,1.11558,220.8658,204.7
47072.94,1471.34,1.1267,221.1877,205.32
47463.87,1479.89,1.12367,223.8566,207.8
47652.7,1482.85,1.12059,223.9227,207.76
48067.6,1489.76,1.17209,226.0267,211.35
48148.17,1493.94,1.15552,226.4742,210.13
47894.21,1481.83,1.16793,223.6409,209.45
47648.76,1477.78,1.14124,222.5428,208.96
48113.29,1507.4,1.16096,225.2872,208.33
48484.92,1521.81,1.16536,226.4124,208.52
49307.66,1534.05,1.17753,227.7553,210.56
49192.42,1534.08,1.1797,227.0065,211.67
49056.77,1532.21,1.18888,227.3404,209.21
49075.09,1536.58,1.1776,227.8299,209.55
48761.85,1528.3,1.15948,225.4218,205.91
48816.78,1542.22,1.16996,226.7875,206.3
48656.09,1534.8,1.15856,225.5534,203.51
48650.68,1531.63,1.14152,225.0673,203.93
48462.5,1529.47,1.13342,223.8363,201.3
48499.93,1574.99,1.13895,227.0,202.23
48924.92,1578.52,1.146,228.61,204.56
48818.59,1589.69,1.14788,228.6557,204.86
48651.12,1574.85,1.12627,229.5767,202.4
48322.16,1563.98,1.12985,225.7293,202.48
48043.33,1563.83,1.1212,224.9159,201.97
48166.75,1564.0,1.11935,225.3228,202.85
47647.69,1541.74,1.10762,223.3094,200.64
47302.26,1528.05,1.10423,221.8229,200.34
47563.58,1541.5,1.10548,222.6191,200.25
47271.02,1544.09,1.10714,221.68,201.42
47752.16,1580.19,1.10364,223.3376,201.48
48261.95,1601.55,1.11224,224.9973,202.63
48488.62,1616.23,1.10315,225.4591,203.16
48356.43,1621.38,1.10495,224.2346,202.59
48527.53,1653.56,1.1129,224.2264,203.55
48588.02,1643.0,1.11426,223.9325,202.32
48938.8,1665.78,1.13031,226.7557,204.34
48897.46,1651.24,1.12983,226.3665,205.17
49219.99,1671.48,1.12956,228.3864,205.03
49137.1,1642.57,1.11879,226.9252,204.34
49560.88,1656.41,1.13875,228.4832,205.27
49570.88,1649.47,1.12859,227.8666,204.44
49439.17,1656.85,1.12491,226.7001,205.03
49351.56,1663.59,1.12011,226.5136,203.99
49479.83,1663.51,1.11858,226.8072,203.81
50056.03,1684.92,1.13024,230.0973,205.42
50399.69,1668.79,1.1235,228.5454,206.45
50950.91,1684.41,1.13665,236.9623,208.16
50627.32,1675.31,1.14544,242.0,207.58
50714.41,1678.94,1.13848,240.8923,208.32
50769.48,1669.77,1.13254,239.6674,208.15
50783.56,1664.21,1.1306,238.6,206.96
50663.25,1649.52,1.1257,237.5966,208.06
50591.83,1652.26,1.12721,235.3797,209.52
51060.05,1669.49,1.1322,238.1928,209.73
51065.88,1675.85,1.13609,237.002,207.92
50414.56,1655.72,1.12384,233.709,205.66
50377.28,1658.11,1.11997,233.1254,205.56
50040.0,1649.42,1.1164,233.9358,206.05
50090.03,1664.22,1.12445,235.4003,207.26
50508.7,1678.88,1.12723,235.7971,207.99
50989.04,1727.07,1.13085,239.9161,208.81
51496.74,1742.37,1.16281,239.2397,209.98
51558.47,1736.77,1.1529,237.5502,210.07
50740.59,1723.36,1.14457,235.7031,207.63
50603.15,1724.32,1.14384,236.9156,207.48
50437.6,1728.8,1.13845,237.0474,207.24
50781.54,1750.48,1.15065,239.75,210.12
50292.84,1721.93,1.13084,236.3249,207.76
49781.95,1690.87,1.12121,232.5,205.74
49903.3,1686.3,1.11744,231.7999,206.67
49902.61,1690.08,1.1177,231.0877,206.32
50094.09,1711.68,1.12053,233.4941,208.29
50506.25,1724.3,1.12265,234.4941,207.97
50301.9,1711.18,1.11491,232.3216,205.92
51001.53,1736.64,1.11787,234.2836,210.31
50770.46,1734.52,1.12632,234.6094,212.34
51078.03,1742.64,1.12161,235.5782,213.47
50692.7,1729.85,1.11649,233.5732,214.98
50818.61,1735.68,1.11945,233.5744,214.64
50818.19,1742.28,1.11485,233.65,214.01
51323.1,1774.05,1.11693,235.8018,215.53
51772.97,1771.61,1.11622,235.9715,216.46
51870.76,1790.25,1.11745,236.1435,219.24
51617.84,1788.75,1.10915,235.7047,218.2
52394.72,1833.9,1.11915,240.4884,221.21
52034.53,1815.56,1.11846,237.6323,219.0
53586.66,1844.03,1.13,240.129,222.54
53594.92,1841.75,1.14245,245.3864,221.8
53860.03,1848.83,1.14176,244.9198,222.99
53704.35,1836.8,1.13623,243.631,223.66
54279.96,1842.78,1.14274,244.5127,224.23
53879.34,1830.96,1.12867,243.5041,222.6
53560.55,1812.65,1.12626,242.661,220.27
54041.97,1834.3,1.13382,247.221,222.9
54137.66,1829.62,1.14762,259.8592,223.86
54170.12,1825.06,1.19005,271.4071,225.46
54248.4,1827.51,1.19108,267.8532,226.24
53743.0,1805.53,1.16304,265.9202,223.87
54796.39,1839.51,1.178,269.8687,228.85
54505.61,1830.52,1.181,274.6761,227.18
54096.91,1832.74,1.17378,276.5161,224.65
54090.86,1830.93,1.16884,275.3,221.63
53797.95,1815.65,1.15973,272.5,220.73
53897.96,1820.55,1.16977,273.124,220.73
54117.22,1828.42,1.18274,277.0518,221.55
54332.0,1834.53,1.18027,283.1154,222.86
54295.9,1824.24,1.17635,286.5303,223.76
54820.62,1845.85,1.20855,295.0,224.69
54887.19,1871.1,1.19703,293.2894,225.11
55535.5,1869.99,1.19671,287.0476,225.56
54691.89,1826.66,1.17113,280.5459,221.17
53938.3,1795.9,1.15749,275.948,217.5
53465.5,1777.3,1.14481,273.2059,215.98
53649.42,1792.3,1.15308,282.183,217.53
53653.5,1800.72,1.15446,279.9642,217.43
53878.41,1807.4,1.16506,282.7246,218.07
54195.21,1806.82,1.16415,286.3,219.13
54655.93,1824.09,1.18122,286.3456,221.13
55239.35,1833.45,1.17856,288.065,222.1
54846.05,1817.74,1.16755,278.6574,219.32
54861.57,1815.22,1.16371,279.4943,219.67
55213.59,1819.1,1.16978,282.9824,220.94
56271.57,1844.62,1.17085,284.708,223.22
56114.57,1842.61,1.1772,284.2341,221.42
56347.61,1831.77,1.16432,285.0941,221.89
57018.47,1844.09,1.16389,287.9655,222.67
56870.13,1852.98,1.16903,286.0,222.06
56744.23,1842.86,1.1654,283.242,221.92
56747.34,1839.13,1.16598,285.7232,221.93
56273.22,1804.4,1.13973,276.4706,221.0
56907.01,1816.0,1.14925,282.5454,222.39
56904.97,1831.02,1.15499,282.926,222.49
55855.5,1795.69,1.13276,278.5191,220.59
55608.89,1779.21,1.12325,278.0,217.86
55766.27,1785.59,1.13435,280.0722,218.01
56309.02,1800.81,1.13709,283.5714,220.42
55980.89,1801.83,1.13227,285.0758,220.0
55831.39,1800.7,1.12857,283.7753,219.08
55258.01,1779.03,1.1245,279.0366,218.64
55537.19,1785.78,1.13282,281.4055,220.28
55012.01,1766.05,1.12114,278.5,218.85
54737.81,1746.18,1.11823,277.0692,215.12
54473.12,1736.35,1.11354,275.4496,213.62
55534.35,1765.84,1.12704,281.8628,217.17
56235.76,1779.47,1.12529,282.1509,219.1
56272.47,1788.95,1.12701,282.1345,219.8
56910.58,1811.04,1.13274,302.3154,222.58
56796.95,1806.8,1.1263,307.5271,222.58
56335.58,1795.35,1.11897,291.4484,221.83
56871.21,1793.13,1.12324,291.5931,222.9
56809.01,1795.25,1.12151,290.9448,223.98
57522.88,1811.42,1.12054,293.2549,224.23
56839.55,1793.89,1.11026,287.2222,221.62
57469.03,1810.15,1.11661,291.0451,223.17
57593.25,1839.13,1.111,290.4879,219.9
57908.51,1826.65,1.11497,290.3886,220.99
57797.82,1826.28,1.125,290.0321,221.35
57376.04,1816.16,1.11785,285.2024,219.48
56895.61,1809.28,1.12099,282.5641,219.79
56969.28,1817.52,1.11622,282.4152,220.25
57100.0,1817.61,1.11442,282.3253,220.92
56690.19,1804.83,1.10801,279.9706,219.38
57155.96,1810.17,1.11053,283.52,221.41
57048.31,1807.98,1.10176,280.8709,221.85
56669.84,1794.01,1.08598,279.1221,220.38
56506.32,1794.12,1.09624,281.8151,219.51
56529.5,1785.95,1.11466,287.0155,221.85
56701.9,1780.06,1.09176,282.3431,220.65
56481.17,1773.54,1.07689,279.1688,224.25
56360.73,1769.4,1.0671,274.6471,223.43
55674.83,1746.12,1.05321,264.3563,219.44
56208.67,1754.03,1.05918,267.7974,219.88
56958.66,1775.55,1.07503,272.6002,222.8
57365.46,1773.57,1.05262,269.0641,221.78
57158.0,1764.9,1.05999,263.4682,221.85
57329.99,1772.84,1.05925,264.4729,220.76
56942.4,1738.99,1.04286,261.2449,220.56
56698.38,1741.45,1.03879,259.4402,219.88
56935.76,1757.09,1.04282,262.5519,221.89
57161.63,1759.12,1.04285,264.0142,222.66
57219.44,1765.97,1.03278,263.0591,222.84
56688.14,1752.54,1.01673,260.1675,220.42
56379.83,1738.76,1.00314,258.017,219.33
56462.38,1748.68,1.05888,261.8466,220.24
56690.49,1759.26,1.0505,260.3393,219.17
56882.01,1771.25,1.06605,262.7169,220.96
56737.51,1771.54,1.06087,265.1236,221.73
56929.16,1771.52,1.05731,265.1793,224.1
57332.11,1789.73,1.05409,270.4187,226.34
57412.45,1785.0,1.07545,268.7086,225.52
57590.93,1789.42,1.10266,268.9744,226.08
59401.51,1859.99,1.11163,278.2744,228.77
59824.64,1870.84,1.14171,281.0626,232.21
59910.52,1881.57,1.143,277.1123,232.04
59921.85,1883.51,1.13248,276.7909,229.05
59754.63,1877.56,1.12924,277.7918,231.83
59672.46,1875.34,1.11815,276.0281,232.45
59810.86,1883.62,1.11621,276.5785,233.45
60311.59,1912.86,1.12726,278.55,233.24
60268.65,1912.86,1.115,276.45,232.87
60766.18,1926.9,1.10564,277.85,235.58
61621.94,1932.73,1.11293,279.0486,236.99
61104.22,1912.85,1.10788,275.2625,234.0
61042.59,1918.32,1.0958,276.3861,234.95
61168.93,1921.29,1.09992,276.0901,239.26
61236.58,1914.03,1.08147,272.927,237.44
61061.13,1904.02,1.08383,272.3761,235.91
61046.89,1904.0,1.08247,273.7309,235.21
61347.92,1911.02,1.08754,274.561,236.7
61216.12,1903.78,1.08571,273.1966,237.4
61010.24,1897.28,1.08281,271.6674,235.07
60940.62,1897.39,1.07992,270.6857,237.27
60469.26,1885.42,1.07929,268.5033,237.29
60761.9,1896.16,1.09052,272.1256,239.85
60910.0,1902.89,1.10134,274.9415,239.71
60284.07,1868.29,1.07691,269.5171,234.02
60306.33,1878.5,1.07957,270.4222,235.3
60432.64,1883.33,1.078,270.8877,234.27
59950.38,1864.92,1.0707,268.1321,231.85
60002.77,1868.54,1.07089,267.885,231.84
59674.0,1857.75,1.0718,266.5648,230.93
59553.57,1852.92,1.06777,265.016,229.46
59698.58,1854.39,1.07075,266.6442,232.22
60134.95,1874.35,1.07847,269.13,232.22
59925.48,1870.78,1.08277,268.7286,230.95
60248.0,1875.84,1.07878,268.4821,233.47
60071.42,1869.98,1.0707,266.6504,236.53
60206.79,1880.85,1.07623,268.4397,238.46
59001.01,1848.29,1.05376,263.2767,232.37
59409.29,1871.95,1.06047,264.7578,235.86
60057.09,1884.52,1.06017,265.6,237.42
60055.01,1881.93,1.06598,265.55,236.25
60376.68,1884.69,1.06144,266.3315,236.08
59754.82,1862.34,1.05299,264.1375,232.45
