BTC,ETH,ADA,BNB,XMR
33346.12,1441.14,0.35857,42.3997,140.25
33509.74,1427.31,0.35818,42.55,141.59
33366.18,1425.16,0.35461,42.2097,139.5
33465.38,1423.77,0.3531,42.1959,139.76
32998.45,1391.6,0.34888,41.8107,138.39
33132.47,1403.09,0.35491,42.4333,139.81
33196.01,1412.08,0.35693,42.5331,140.09
34203.33,1427.22,0.36149,42.7409,142.0
34562.14,1417.41,0.3588,43.1428,144.21
34474.97,1406.0,0.35801,42.8498,143.19
34459.42,1435.15,0.36176,43.0381,143.81
33911.04,1405.0,0.35571,42.4354,142.62
33770.84,1398.63,0.35446,42.3913,142.7
33651.34,1374.86,0.35138,42.0405,141.35
33404.67,1382.84,0.35193,41.9469,141.36
33451.65,1369.35,0.34999,41.7702,140.63
32700.0,1346.8,0.34653,41.1304,139.0
32457.61,1327.25,0.34464,41.1749,138.06
32253.49,1317.77,0.34298,41.8595,137.15
32482.94,1368.15,0.34761,41.9839,138.89
32764.64,1378.41,0.34936,41.8777,140.32
32323.07,1350.74,0.34332,42.0253,140.13
31527.34,1312.99,0.33738,40.9482,137.4
32015.96,1340.06,0.34405,41.1671,137.62
32076.58,1339.39,0.3448,41.1707,138.77
31597.82,1315.22,0.34071,40.8151,136.55
31659.74,1317.65,0.34182,40.8752,137.41
31905.68,1329.61,0.34198,40.6583,138.49
31809.04,1315.6,0.33908,40.3813,137.51
32253.84,1337.22,0.34393,41.3442,137.74
31806.62,1313.9,0.33991,40.556,136.17
31309.28,1273.35,0.33195,40.1741,133.58
31737.37,1285.88,0.33615,40.4952,136.76
31277.68,1260.41,0.32838,40.2065,135.51
31764.01,1280.76,0.33416,40.6501,137.49
31999.68,1309.31,0.34057,40.7819,138.38
32198.48,1329.81,0.34295,41.0999,138.83
32250.41,1334.13,0.34322,41.1657,138.23
32227.79,1342.52,0.34226,41.204,137.03
31999.75,1337.77,0.34249,41.0959,136.73
32006.93,1334.8,0.34244,40.9795,136.36
32758.99,1362.0,0.34674,41.449,138.11
32495.0,1367.0,0.34358,41.8399,137.59
32362.75,1347.5,0.34084,41.8235,136.07
32101.64,1320.24,0.33685,41.6201,135.18
31833.39,1302.91,0.33129,41.3894,134.5
31830.46,1310.21,0.33262,41.2959,134.84
31894.27,1310.8,0.33335,41.3223,132.82
31535.18,1285.2,0.32937,41.1568,131.98
31703.37,1293.57,0.33206,41.5017,133.4
31782.1,1295.0,0.33239,41.7082,134.3
31206.95,1262.87,0.32565,41.2241,131.39
31239.95,1272.64,0.3242,40.8838,134.64
31417.73,1277.55,0.32539,41.3877,134.42
30680.09,1250.22,0.31998,40.73,131.49
30799.87,1266.39,0.32134,40.9796,132.65
30308.01,1237.35,0.31334,40.51,130.0
29577.25,1225.21,0.30691,39.7891,127.28
30358.32,1283.1,0.3195,40.5479,130.0
30570.14,1269.28,0.31666,40.6945,129.31
30542.9,1258.21,0.31554,40.6999,129.36
29746.18,1226.35,0.30824,40.0182,128.59
30769.14,1270.48,0.31631,40.7442,129.26
31586.62,1289.8,0.32226,41.1701,131.21
31011.38,1276.62,0.31828,41.0,128.95
30571.06,1252.25,0.31576,41.0921,127.29
30410.09,1240.98,0.31189,40.9387,126.07
30721.07,1260.75,0.3144,41.1667,126.0
30931.11,1267.66,0.32095,41.5631,126.83
31045.11,1270.82,0.31925,41.6759,127.83
31477.05,1290.46,0.32624,41.9402,128.39
31365.67,1285.3,0.32807,41.9854,127.11
31784.27,1303.79,0.33206,42.4516,128.52
31615.36,1306.27,0.33019,42.393,129.13
31205.83,1286.51,0.33048,41.9579,128.22
31105.03,1278.56,0.32868,42.1722,127.49
31495.0,1303.09,0.33504,42.49,128.96
31520.16,1301.17,0.33444,42.5608,130.13
31473.36,1303.8,0.33657,42.278,136.84
31504.41,1319.8,0.34547,42.2,135.88
31796.33,1343.5,0.34827,42.442,137.82
31869.88,1348.26,0.34353,42.2006,136.7
31962.03,1352.0,0.34214,42.27,135.54
32463.14,1352.76,0.34753,42.2183,136.06
32321.4,1337.91,0.34288,42.4623,136.0
32678.1,1341.79,0.34282,42.4812,135.07
32625.36,1334.8,0.34131,42.5196,135.21
32632.22,1333.67,0.34499,42.7485,133.51
33244.67,1349.99,0.345,42.9822,134.97
33539.1,1352.21,0.34668,43.0348,136.37
33443.5,1332.63,0.34503,42.6302,135.67
34229.18,1370.77,0.35308,42.3366,138.55
33981.93,1346.3,0.35076,42.4516,138.14
34079.25,1344.95,0.34709,42.9269,136.76
33819.36,1324.12,0.33946,42.5083,136.33
33120.59,1307.88,0.34619,42.223,134.15
33038.83,1304.96,0.3566,42.7334,135.19
32550.67,1304.15,0.35021,42.4941,134.09
32317.68,1317.87,0.34533,42.6321,134.02
36300.0,1379.37,0.35949,43.4122,139.23
36988.28,1373.8,0.36287,43.6658,141.42
36673.72,1380.09,0.36098,43.4848,140.97
37101.19,1419.62,0.3673,43.8796,141.87
37953.26,1423.85,0.36339,43.9372,142.6
38357.21,1428.55,0.3667,43.86,146.54
37167.16,1396.16,0.36131,43.64,145.45
37183.55,1398.82,0.35828,43.6191,143.63
36064.61,1376.91,0.35128,43.3163,142.78
35754.51,1372.96,0.35034,43.171,141.0
35214.78,1353.66,0.35009,42.6426,140.57
34325.86,1348.07,0.34647,42.3298,139.28
34604.1,1349.86,0.34781,42.4146,139.88
34644.82,1372.78,0.34862,42.5565,140.12
34505.48,1397.0,0.35022,42.7754,139.66
34261.2,1380.3,0.3478,42.8697,140.47
34265.9,1367.21,0.3452,42.9138,139.54
34139.01,1370.52,0.34642,42.7969,139.7
33876.87,1346.95,0.34369,42.7981,140.16
33275.08,1342.9,0.34078,43.028,139.59
33506.65,1343.42,0.34014,43.1909,138.99
33510.4,1336.91,0.34006,43.0533,137.5
33811.3,1347.3,0.34208,43.183,138.24
34050.48,1347.08,0.34258,43.4625,138.56
33913.67,1343.37,0.34044,43.4174,139.01
34277.35,1345.91,0.34179,43.7055,139.64
34324.27,1353.33,0.3463,43.9,139.44
33670.24,1340.84,0.34341,43.8774,137.25
33767.24,1339.3,0.34605,44.2674,137.11
34259.4,1365.81,0.35045,44.1534,137.43
34256.48,1368.37,0.35161,44.6578,136.76
34237.64,1372.22,0.35291,44.9369,137.68
33972.94,1358.9,0.3767,44.7829,137.33
34267.32,1370.88,0.36104,44.8997,139.29
34356.48,1376.95,0.3612,44.6546,138.7
34305.96,1372.37,0.359,44.828,139.43
34180.37,1377.73,0.36137,44.8151,138.95
34701.27,1385.37,0.36394,44.7081,140.77
34564.38,1386.69,0.36549,44.9859,140.0
34299.6,1379.79,0.36431,44.8192,139.63
34101.89,1368.83,0.37104,45.5332,138.62
34232.41,1373.92,0.37081,45.2284,140.33
33780.26,1360.6,0.36314,44.9088,138.14
33959.17,1358.66,0.36014,44.6834,138.51
34060.01,1362.65,0.36227,44.7471,138.16
33776.21,1351.55,0.3579,44.2164,138.17
33670.7,1349.69,0.35649,43.9689,137.49
33623.54,1346.96,0.35631,44.2913,136.84
33609.17,1348.95,0.35597,44.2242,136.19
33316.39,1340.94,0.3515,44.185,136.22
33670.86,1352.96,0.3583,44.6005,136.98
33583.18,1354.8,0.35587,45.181,137.67
33994.2,1360.02,0.35508,44.6558,137.67
33708.14,1349.64,0.35277,44.3611,137.27
33354.38,1331.84,0.34753,44.0357,136.33
32884.47,1311.99,0.34454,43.65,134.62
32926.6,1313.89,0.34684,43.987,134.52
32319.14,1290.55,0.34117,43.7526,133.77
32468.86,1289.12,0.33884,43.4554,132.39
32837.01,1306.37,0.34405,44.0859,134.15
32885.75,1310.75,0.34338,43.895,135.05
32597.9,1295.61,0.34198,43.4837,135.21
32996.27,1312.04,0.34633,43.9241,136.77
33111.96,1313.69,0.34497,44.3916,137.98
32579.42,1281.16,0.33801,43.7901,137.05
33446.93,1319.63,0.34606,44.3888,140.36
33670.25,1318.78,0.34486,44.389,140.89
33591.24,1317.58,0.34591,44.5993,140.78
33574.06,1315.89,0.34684,44.9366,141.16
33785.43,1321.59,0.35107,45.5505,141.98
33544.22,1310.35,0.34672,45.4128,140.96
33825.26,1317.53,0.34753,45.675,142.92
34500.83,1333.1,0.35446,45.9907,145.43
34376.84,1329.61,0.35448,47.0848,142.34
34178.57,1325.46,0.35496,47.3066,142.27
34200.05,1337.05,0.3518,48.8017,141.77
33773.4,1330.37,0.34831,48.1636,140.79
33702.57,1327.03,0.35032,48.2892,140.15
33533.02,1314.38,0.34602,49.1824,140.9
33161.86,1301.73,0.351,48.2858,141.03
33445.71,1308.94,0.35275,48.7322,140.19
33984.2,1318.79,0.35939,49.8199,141.4
33742.09,1326.27,0.36143,49.2709,141.05
33845.21,1333.1,0.36463,49.6774,142.91
33841.12,1336.45,0.36332,49.0002,143.6
33658.9,1350.67,0.38263,51.3469,145.29
33556.75,1358.11,0.39385,51.9089,146.1
33528.41,1374.72,0.40876,51.4921,143.4
33763.82,1380.89,0.41138,50.8548,144.1
33762.84,1382.41,0.40857,50.8091,143.73
33666.82,1373.58,0.39283,50.435,143.61
33575.04,1369.81,0.40928,50.2121,144.35
33896.42,1381.73,0.39898,50.7152,145.36
34015.12,1389.09,0.40327,49.7,145.14
34319.76,1406.27,0.40261,50.6074,146.63
34249.72,1416.12,0.42562,50.1731,146.0
34686.24,1452.55,0.41062,50.6317,144.38
35345.67,1437.43,0.42142,51.3348,146.83
35174.52,1440.19,0.42296,52.1872,144.6
34734.43,1419.86,0.41822,52.0314,144.35
34794.84,1425.47,0.42631,51.7263,144.5
34865.73,1427.42,0.44669,50.7897,146.41
34811.52,1433.45,0.44692,51.1107,146.87
34733.65,1429.1,0.4429,50.3607,146.96
34989.33,1494.83,0.43168,50.2778,146.79
34870.14,1473.69,0.43884,50.3392,146.66
35297.62,1491.39,0.43821,50.5866,147.94
35791.07,1517.62,0.42,50.3612,147.97
35825.16,1534.38,0.42225,50.2355,148.34
35679.11,1520.43,0.42709,50.2928,149.31
35600.0,1535.73,0.43743,51.2748,150.48
35511.95,1513.29,0.425,51.0,151.39
36157.96,1520.18,0.41947,51.5401,151.85
35905.01,1520.38,0.42536,50.985,153.27
35916.42,1530.31,0.42939,51.2858,153.34
36444.9,1541.05,0.43471,51.0327,154.66
36670.26,1556.2,0.43016,50.8336,154.33
36507.03,1545.02,0.42832,50.6476,154.94
36589.58,1568.33,0.42877,50.9773,155.02
36347.31,1549.16,0.42927,50.3196,153.34
36046.66,1532.08,0.42427,50.4365,151.99
35883.8,1530.79,0.42338,50.6071,152.39
36031.94,1549.57,0.42259,51.1849,152.63
36010.57,1539.76,0.41774,51.1299,153.39
36221.95,1541.48,0.42036,50.7,153.7
36585.76,1552.65,0.42404,50.8305,154.34
36579.59,1556.74,0.42525,50.9811,154.2
36905.55,1599.87,0.42989,51.24,154.1
37190.66,1609.18,0.43804,51.0628,153.51
37229.99,1642.68,0.44062,51.4141,153.84
37164.55,1649.98,0.44823,51.576,154.2
36846.75,1618.53,0.43908,51.4813,152.88
37088.07,1636.62,0.44693,51.4564,152.72
37292.54,1632.86,0.44312,51.9578,152.14
37319.84,1638.56,0.44298,52.3917,153.7
37675.81,1666.43,0.44306,52.2019,154.85
38121.13,1679.83,0.439,53.4362,154.96
38212.01,1694.52,0.43734,53.0034,154.9
37956.01,1680.28,0.4397,52.84,152.54
37547.76,1647.94,0.43158,52.356,151.2
37727.91,1664.41,0.4354,53.1323,151.66
37634.53,1657.33,0.43604,52.6122,151.95
38138.86,1679.17,0.43791,52.9528,154.17
37897.41,1664.92,0.42897,53.0292,152.41
37392.79,1641.25,0.42552,52.35,150.48
37551.58,1646.8,0.42682,52.2185,150.38
37657.83,1642.22,0.42836,53.111,152.6
37362.92,1613.97,0.43071,52.8142,150.48
37658.75,1637.12,0.43216,54.1028,151.59
37625.35,1633.64,0.43285,53.9829,151.85
36829.78,1593.22,0.42626,53.5784,149.89
36600.03,1582.11,0.42473,53.2104,149.51
36976.2,1631.24,0.42605,54.1404,151.28
36925.5,1633.79,0.4255,54.3397,151.3
37197.44,1655.19,0.4306,54.9829,150.41
37512.05,1655.0,0.43497,56.2196,151.07
37659.65,1659.44,0.439,56.0966,151.56
37693.73,1642.08,0.43546,57.1265,151.32
37286.93,1627.68,0.43674,55.9906,149.61
36977.41,1597.02,0.43975,56.0137,148.21
37021.11,1616.09,0.45763,57.3104,148.41
36662.13,1597.99,0.46128,56.6048,148.64
36984.68,1619.0,0.47913,56.82,149.61
37396.61,1641.31,0.4835,56.8201,150.56
37297.82,1635.77,0.47942,56.6514,150.51
37103.13,1632.89,0.48677,56.4845,150.83
37420.77,1647.47,0.49222,57.8419,151.78
37713.72,1665.02,0.5043,57.8505,151.88
37747.67,1669.35,0.50337,58.1613,151.42
37296.24,1652.5,0.50805,58.4,149.83
37436.92,1645.79,0.51012,58.9308,150.21
37720.27,1664.25,0.51131,59.5804,151.96
37898.55,1663.26,0.51106,59.201,151.59
38338.41,1719.32,0.50314,59.7535,152.57
38159.0,1740.66,0.519,59.8219,153.82
38015.31,1744.47,0.50865,60.854,153.27
37843.83,1725.91,0.51156,60.1151,151.72
37917.1,1727.86,0.50978,61.18,152.5
37420.91,1685.13,0.50993,61.2116,151.6
37640.01,1711.09,0.53379,62.6026,152.75
37771.01,1722.09,0.54881,63.4251,153.08
37850.37,1720.21,0.5365,66.1756,153.3
37821.31,1703.37,0.54774,66.6207,154.29
38331.68,1720.85,0.53912,67.6906,155.34
38769.4,1728.87,0.5574,65.8466,156.32
38845.16,1674.68,0.53563,63.6201,153.93
39403.47,1680.41,0.53597,65.0436,157.05
39407.4,1683.4,0.53226,65.4234,156.52
39205.59,1672.91,0.53216,64.9764,155.26
39052.69,1662.3,0.54441,65.9837,156.52
39297.8,1680.25,0.53524,69.4899,156.42
39385.95,1674.39,0.54597,70.4539,157.35
39459.45,1701.12,0.55176,72.3246,156.67
39933.68,1696.69,0.54973,74.2522,156.8
40048.66,1693.96,0.54543,72.8356,156.11
40245.44,1681.59,0.53674,73.9706,156.24
39960.93,1676.94,0.54208,73.6266,155.34
40180.12,1678.5,0.53754,74.72,154.82
40322.54,1689.01,0.54264,73.209,155.26
40926.83,1675.38,0.54296,71.3698,156.0
40664.72,1696.27,0.54778,73.3403,155.82
40252.46,1706.79,0.55339,72.7909,155.0
40329.1,1709.32,0.59329,71.1226,154.0
40230.81,1710.49,0.61775,71.4526,154.42
40127.74,1695.47,0.63751,70.7366,153.48
40083.45,1710.68,0.65507,72.9866,154.35
40054.52,1703.86,0.63371,73.41,153.54
39258.22,1678.79,0.63611,72.911,152.74
39619.26,1685.2,0.64977,73.7627,152.92
38678.68,1644.09,0.63151,71.2097,149.83
38795.34,1630.16,0.64284,71.6,149.99
38884.91,1628.41,0.64331,69.9902,150.54
38370.08,1610.39,0.63462,69.0692,149.22
38554.16,1616.9,0.66072,68.8331,151.56
38565.14,1612.89,0.69242,69.4012,152.34
39066.02,1633.74,0.66379,71.3762,153.96
39541.97,1642.84,0.68671,69.6503,154.45
39557.99,1638.14,0.69277,70.06,154.71
39376.2,1639.5,0.68991,70.504,154.77
39091.03,1626.46,0.67754,70.2769,153.04
38864.66,1618.38,0.67155,70.5,153.45
38682.67,1587.13,0.64694,69.9454,155.39
38246.47,1572.52,0.63017,68.3127,153.13
37948.55,1539.38,0.61196,66.8268,150.49
38219.71,1555.89,0.61868,66.815,150.23
37918.8,1557.06,0.63313,66.9898,148.79
38294.42,1583.01,0.62167,67.54,149.14
38109.05,1568.12,0.61391,67.7045,148.95
38520.0,1583.82,0.62987,67.5871,149.34
38585.8,1598.88,0.6395,68.1137,149.41
38834.14,1601.68,0.63325,67.8616,151.76
38870.21,1614.42,0.66224,68.5278,150.42
38777.15,1598.45,0.65534,68.686,149.35
38579.07,1594.25,0.64953,68.8386,149.65
38295.22,1573.1,0.63591,68.4183,148.21
38112.49,1582.83,0.64408,69.6826,148.8
38609.29,1619.88,0.64871,72.1379,150.59
38704.21,1609.42,0.64582,72.3125,151.56
39048.91,1633.77,0.65612,72.11,152.05
39310.55,1641.21,0.6648,73.4804,152.7
39227.9,1635.07,0.66763,71.5,151.56
38994.69,1629.88,0.65877,71.1466,150.96
39456.29,1649.54,0.67402,72.6412,152.27
39478.79,1662.93,0.6889,72.5037,154.07
43066.48,1714.24,0.68742,72.4345,159.22
43002.46,1686.22,0.6821,72.9397,158.0
43640.37,1712.43,0.68989,75.2998,158.01
43823.01,1739.19,0.68567,73.8466,157.56
43279.44,1716.06,0.70508,74.2424,156.72
43132.38,1709.17,0.71312,74.3065,156.53
42712.89,1697.72,0.7076,74.4677,154.77
43092.41,1697.44,0.71002,75.887,156.68
44191.86,1721.37,0.71,76.3571,158.11
44699.28,1700.03,0.69118,77.4938,160.53
44733.92,1716.53,0.68596,79.0558,161.52
46426.88,1751.39,0.67813,79.9059,163.05
46794.94,1754.04,0.68263,81.625,166.73
46187.63,1734.13,0.68815,81.0,162.54
45727.17,1725.16,0.6783,78.7733,161.76
46626.38,1735.93,0.68404,80.8862,163.08
46878.41,1739.19,0.68713,83.54,163.83
46934.65,1745.01,0.68725,85.7029,164.19
48187.55,1771.27,0.67799,93.4946,164.85
47623.26,1754.26,0.68188,92.7151,164.09
47199.72,1806.17,0.70275,93.5284,165.61
46494.01,1777.54,0.6931,93.5811,163.8
45699.01,1735.76,0.67019,91.3364,159.91
46452.51,1755.26,0.6821,94.6249,162.3
45332.62,1731.84,0.6735,92.2604,159.93
46298.74,1741.19,0.68,98.1607,161.06
46670.96,1758.36,0.69484,98.371,161.97
46839.78,1751.2,0.68086,105.3165,163.11
46508.07,1733.31,0.67973,112.7797,166.52
46530.0,1741.7,0.67973,107.9892,169.94
47069.61,1752.38,0.68531,103.539,169.25
47114.09,1774.71,0.69629,107.9,169.2
47133.18,1765.63,0.70069,106.0401,169.92
47307.57,1768.48,0.69455,109.6676,168.53
46890.05,1767.18,0.70763,111.2428,169.15
46480.92,1771.65,0.70666,107.5168,169.81
46573.31,1788.42,0.73946,113.1836,170.0
46322.87,1806.18,0.75327,112.2157,172.38
46343.36,1811.0,0.78775,115.5736,174.72
46278.39,1811.31,0.77564,117.259,172.81
46066.55,1789.74,0.76238,119.7197,171.47
46170.59,1801.22,0.77164,131.4039,172.95
46550.57,1803.62,0.78162,128.5559,174.0
46624.64,1813.01,0.8093,142.8818,174.03
46735.67,1805.95,0.79815,147.7551,175.15
46628.87,1793.75,0.8106,137.6817,182.51
46696.3,1796.14,0.83497,144.8481,180.55
46652.2,1794.58,0.87034,133.1405,179.73
45758.88,1748.86,0.82807,129.191,172.91
45688.02,1747.7,0.86351,130.5435,174.06
45010.82,1725.11,0.83164,121.6973,172.61
44362.42,1714.33,0.81676,121.3821,168.44
44782.95,1728.34,0.83248,127.6339,169.56
45013.29,1738.74,0.85197,132.4998,170.21
45132.39,1743.41,0.84018,128.5364,170.49
45233.18,1744.2,0.8464,127.9156,170.6
44592.26,1713.52,0.84291,121.5391,168.5
45027.74,1728.72,0.90772,126.1904,174.11
45228.7,1748.86,0.89588,127.5895,174.91
44846.51,1742.36,0.93973,128.9151,175.89
44281.57,1719.83,0.92,124.1151,172.23
44207.53,1709.92,0.877,124.9418,172.75
44612.6,1723.01,0.88375,126.2072,173.75
44612.6,1723.01,0.88375,126.2072,173.75
44676.42,1720.87,0.92993,126.8775,175.17
44601.63,1728.69,0.9136,125.9615,178.0
44746.84,1739.35,0.91947,122.6541,175.5
45057.17,1754.58,0.90187,123.0293,178.22
45533.98,1767.2,0.91226,124.5064,180.6
46313.61,1787.24,0.91169,123.6102,180.57
46105.99,1764.71,0.90532,118.5517,178.78
46561.79,1781.41,0.91028,122.144,179.49
47565.12,1790.16,0.92061,127.1146,181.04
47901.69,1798.09,0.94123,127.3653,185.04
48017.53,1798.57,0.93736,127.127,185.11
47617.86,1793.01,0.97657,123.647,190.81
47390.96,1782.88,0.94795,123.3295,188.75
47693.74,1797.5,0.97386,123.7404,187.45
47795.1,1792.47,0.95626,121.9838,184.93
47069.15,1763.59,0.93,121.3866,184.11
46908.92,1770.05,0.92205,121.7238,183.9
47760.69,1783.08,0.94504,123.9055,190.34
48003.02,1787.25,0.92869,124.2216,190.24
48005.39,1791.71,0.93683,123.5654,201.22
48509.0,1790.59,0.91795,124.2875,202.8
47966.65,1776.19,0.90893,125.4054,206.02
47612.66,1765.87,0.88933,123.8975,202.1
47293.34,1750.24,0.90522,123.115,210.77
47291.9,1762.69,0.89869,125.1925,213.35
47410.76,1763.38,0.90919,125.237,209.93
47354.35,1769.78,0.90622,123.8391,208.64
47153.0,1767.52,0.909,126.1741,201.86
47377.03,1767.16,0.92449,125.9979,198.63
47429.96,1768.06,0.92025,127.0909,200.26
47620.81,1777.74,0.91194,131.2002,200.0
47741.11,1781.19,0.91618,137.5791,199.35
47928.01,1792.94,0.94719,134.1648,199.58
46607.91,1762.56,0.90571,130.0218,196.05
47104.17,1792.17,0.92201,133.9454,199.72
47657.44,1825.41,0.92135,136.2697,200.95
47764.78,1847.85,0.91819,137.7234,202.21
47322.72,1828.74,0.92307,135.0423,203.34
47341.41,1843.13,0.91775,135.6544,203.78
47665.46,1851.81,0.91609,135.0651,204.19
47937.59,1851.92,0.9201,133.9674,205.1
47935.04,1854.29,0.92971,135.8324,202.1
47393.0,1843.8,0.92617,136.9153,201.07
47547.57,1859.73,0.93857,135.2191,203.95
47710.05,1855.31,0.9492,135.5999,202.49
47912.27,1863.91,0.94408,134.2759,202.23
47904.88,1867.19,0.9361,133.5,202.0
47991.51,1861.33,0.93134,134.396,207.6
47966.76,1852.48,0.92061,133.732,205.72
47818.36,1844.71,0.92211,133.3579,204.43
47069.61,1809.45,0.90338,130.6522,200.57
47510.0,1830.0,0.92149,132.9851,208.65
47273.15,1831.37,0.91492,131.2454,213.56
46740.45,1798.15,0.89198,126.9119,215.54
46616.04,1783.89,0.86787,127.7,211.36
46917.74,1797.04,0.8958,128.8393,214.66
47012.67,1807.59,0.89661,131.6454,216.75
46999.99,1809.6,0.89489,130.283,213.93
47132.66,1818.36,0.89821,130.8367,218.2
47176.01,1810.92,0.89519,130.664,229.41
46888.59,1795.1,0.88234,130.8464,241.86
46830.19,1803.09,0.877,132.3578,241.57
46904.85,1800.69,0.88941,133.1182,235.07
46976.05,1801.46,0.8876,131.1256,238.78
47166.11,1813.94,0.8869,132.2394,237.1
47104.88,1816.93,0.89923,133.11,240.4
47205.88,1817.27,0.91352,133.4425,240.82
47637.08,1833.76,0.90274,132.4993,236.87
47524.11,1835.45,0.90197,130.5499,235.28
47458.11,1827.25,0.89136,130.8091,231.43
47331.98,1811.59,0.87382,129.1326,228.0
47584.98,1817.91,0.88181,129.7162,230.69
48955.07,1840.83,0.86729,129.0102,229.05
48767.95,1838.47,0.88251,132.2382,234.25
48768.41,1833.0,0.87724,130.2477,229.19
48739.46,1830.36,0.88007,130.8001,228.16
49159.76,1839.67,0.87578,131.71,233.49
49055.13,1836.79,0.86753,134.093,235.25
49077.13,1832.95,0.873,135.9992,237.21
49467.57,1839.28,0.85867,137.8839,235.7
48787.28,1812.23,0.83875,134.3119,227.33
48786.9,1808.17,0.82951,132.49,230.23
48593.46,1800.75,0.83321,131.6242,229.01
49048.25,1811.34,0.85726,134.2194,238.35
48660.16,1803.89,0.83922,132.2828,229.73
48769.67,1807.93,0.84259,133.7126,231.0
48724.59,1805.84,0.84596,133.7487,231.29
48959.13,1818.61,0.86885,135.238,233.91
48865.59,1828.34,0.87649,137.0597,237.57
49056.23,1825.42,0.86628,136.2077,234.47
48631.27,1802.09,0.84402,135.9749,230.0
48796.04,1808.1,0.85911,135.2042,232.29
48072.01,1755.11,0.82239,131.7013,222.58
46956.44,1722.46,0.77976,126.3126,212.42
47181.47,1729.84,0.80537,126.984,216.0
46897.99,1724.73,0.78325,124.9043,207.42
46756.39,1724.48,0.783,125.3799,207.16
46927.23,1738.36,0.80922,128.5205,209.45
47311.69,1750.81,0.81707,129.9467,215.52
47645.21,1764.61,0.84316,129.8936,219.3
47543.67,1764.17,0.82982,130.337,218.32
47888.99,1773.0,0.84361,130.4067,220.0
47837.87,1788.76,0.84461,132.0725,220.15
47979.78,1806.25,0.86392,132.3479,220.18
47992.58,1804.44,0.88115,132.0515,221.75
47596.4,1786.36,0.86208,130.4749,218.34
47970.09,1811.13,0.87485,131.4848,222.88
48515.75,1820.27,0.88094,132.3755,227.61
48578.8,1819.26,0.87288,132.2952,228.39
48378.9,1806.24,0.87272,131.66,224.29
48672.18,1825.0,0.87839,132.4401,228.03
48592.52,1826.16,0.89532,132.181,223.76
48200.0,1789.15,0.83857,129.5909,221.48
48275.68,1798.75,0.86637,130.6992,226.57
47915.01,1779.39,0.86069,130.0816,227.81
47681.83,1775.14,0.86036,129.6831,223.32
48303.99,1801.42,0.88412,130.1486,226.43
48448.36,1799.43,0.88724,131.1574,228.15
49596.57,1821.16,0.87942,130.676,229.52
49342.16,1812.05,0.8778,130.5665,226.57
49172.71,1808.58,0.88161,130.6017,225.99
49008.15,1796.64,0.876,130.17,227.04
49152.38,1797.54,0.8736,130.3614,228.81
49273.53,1808.1,0.89637,131.5999,229.07
49278.12,1802.09,0.8967,132.0742,231.27
49009.98,1794.24,0.89952,130.8729,228.33
48906.19,1782.5,0.88596,130.3829,224.51
49605.94,1800.34,0.88454,130.8525,223.59
48933.58,1776.56,0.87312,129.4529,220.32
49274.41,1782.39,0.88049,130.4923,221.77
48973.39,1773.57,0.87962,130.4806,220.53
48173.66,1749.36,0.84911,128.6064,215.18
48239.28,1752.89,0.85977,128.6392,215.38
48636.45,1758.59,0.87118,129.7113,216.82
48555.05,1753.02,0.86312,129.0495,215.11
48788.29,1752.71,0.86238,128.3258,216.56
48586.92,1753.04,0.86857,128.2478,215.8
49105.78,1768.12,0.87371,129.4886,219.29
49145.04,1781.9,0.87011,130.1499,221.81
49072.33,1764.59,0.86221,129.2209,221.7
49274.42,1761.12,0.85695,129.3111,226.99
49642.86,1769.61,0.85914,129.7539,232.3
49644.19,1753.2,0.84425,128.8375,236.62
49353.73,1739.02,0.82818,127.307,232.08
49715.77,1747.85,0.83601,128.1876,239.71
50578.17,1773.66,0.83487,128.8507,238.29
51133.04,1806.25,0.865,130.9,242.88
51044.99,1800.55,0.849,130.3497,241.97
51461.1,1812.82,0.85836,133.3781,243.16
51196.49,1806.45,0.86277,136.7314,246.41
51268.0,1807.43,0.8656,139.9525,249.71
51022.56,1824.6,0.87022,140.6657,248.17
51143.36,1823.43,0.86349,141.5698,248.6
51244.76,1816.38,0.87152,147.4531,254.79
51165.25,1811.26,0.86784,147.1672,251.23
51221.44,1814.84,0.86936,154.5225,250.74
51365.94,1818.94,0.87556,152.7076,250.3
51421.46,1817.57,0.87299,160.7006,250.72
52144.99,1837.46,0.88937,168.8517,258.47
52249.99,1829.45,0.87913,167.3588,262.12
52369.86,1853.67,0.89076,169.2,265.51
52120.15,1838.8,0.88645,167.2,265.44
52139.34,1850.15,0.89227,165.2067,271.36
52296.85,1870.45,0.90091,169.6206,269.86
52140.05,1906.54,0.91157,166.9434,270.0
52350.26,1909.2,0.92078,166.7551,266.9
52045.28,1892.95,0.90851,165.8766,264.19
52177.27,1901.83,0.91759,166.6,265.85
52188.59,1900.19,0.93884,169.3003,274.05
51925.11,1897.04,0.95734,177.6,269.43
51906.96,1898.38,0.94489,180.1361,268.6
51694.81,1889.52,0.93519,188.0575,264.16
51754.57,1900.28,0.94687,188.0,266.8
51627.64,1915.55,0.93972,182.5,265.75
51336.83,1899.1,0.92091,186.8421,258.81
51437.49,1901.03,0.9302,190.1167,260.25
51791.99,1913.26,0.93496,192.3211,262.36
52224.0,1923.39,0.93869,196.1071,263.86
51548.18,1906.65,0.92151,195.0498,259.48
52050.71,1920.89,0.91463,199.0538,257.6
