BTC,ETH,UNI,ADA,BNB,CAKE,XMR
48796.04,1808.1,20.8742,0.85911,135.2042,6.7592,232.29
48072.01,1755.11,19.2874,0.82239,131.7013,6.5052,222.58
46956.44,1722.46,18.91,0.77976,126.3126,6.1536,212.42
47181.47,1729.84,19.1288,0.80537,126.984,6.0999,216.0
46897.99,1724.73,19.0075,0.78325,124.9043,6.0002,207.42
46756.39,1724.48,19.0625,0.783,125.3799,6.0985,207.16
46927.23,1738.36,19.4597,0.80922,128.5205,6.3582,209.45
47311.69,1750.81,19.6528,0.81707,129.9467,6.4274,215.52
47645.21,1764.61,20.1185,0.84316,129.8936,6.4612,219.3
47543.67,1764.17,19.93,0.82982,130.337,6.4123,218.32
47888.99,1773.0,20.1563,0.84361,130.4067,6.468,220.0
47837.87,1788.76,20.3811,0.84461,132.0725,6.55,220.15
47979.78,1806.25,20.6,0.86392,132.3479,6.6307,220.18
47992.58,1804.44,20.7447,0.88115,132.0515,6.728,221.75
47596.4,1786.36,20.1334,0.86208,130.4749,6.5599,218.34
47970.09,1811.13,20.7777,0.87485,131.4848,6.66,222.88
48515.75,1820.27,21.1847,0.88094,132.3755,6.7995,227.61
48578.8,1819.26,21.1779,0.87288,132.2952,6.86,228.39
48378.9,1806.24,21.0138,0.87272,131.66,6.8877,224.29
48672.18,1825.0,21.42,0.87839,132.4401,6.9358,228.03
48592.52,1826.16,21.0828,0.89532,132.181,6.95,223.76
48200.0,1789.15,20.4213,0.83857,129.5909,6.7078,221.48
48275.68,1798.75,20.577,0.86637,130.6992,6.7029,226.57
47915.01,1779.39,20.0554,0.86069,130.0816,6.612,227.81
47681.83,1775.14,20.215,0.86036,129.6831,6.5813,223.32
48303.99,1801.42,20.9376,0.88412,130.1486,6.61,226.43
48448.36,1799.43,20.8855,0.88724,131.1574,6.66,228.15
49596.57,1821.16,20.8616,0.87942,130.676,6.6725,229.52
49342.16,1812.05,20.8608,0.8778,130.5665,6.7346,226.57
49172.71,1808.58,20.7547,0.88161,130.6017,6.7959,225.99
49008.15,1796.64,20.7214,0.876,130.17,6.867,227.04
49152.38,1797.54,20.6614,0.8736,130.3614,6.9774,228.81
49273.53,1808.1,21.3031,0.89637,131.5999,7.0838,229.07
49278.12,1802.09,21.1251,0.8967,132.0742,7.2599,231.27
49009.98,1794.24,21.0626,0.89952,130.8729,6.9998,228.33
48906.19,1782.5,20.7708,0.88596,130.3829,6.9758,224.51
49605.94,1800.34,20.7161,0.88454,130.8525,6.9104,223.59
48933.58,1776.56,20.6925,0.87312,129.4529,6.9589,220.32
49274.41,1782.39,20.9042,0.88049,130.4923,7.111,221.77
48973.39,1773.57,20.9741,0.87962,130.4806,7.1831,220.53
48173.66,1749.36,20.3304,0.84911,128.6064,7.0821,215.18
48239.28,1752.89,20.4034,0.85977,128.6392,7.1394,215.38
48636.45,1758.59,20.3269,0.87118,129.7113,7.18,216.82
48555.05,1753.02,20.1934,0.86312,129.0495,7.1949,215.11
48788.29,1752.71,20.0768,0.86238,128.3258,7.105,216.56
48586.92,1753.04,20.1551,0.86857,128.2478,7.0948,215.8
49105.78,1768.12,20.204,0.87371,129.4886,7.22,219.29
49145.04,1781.9,20.4645,0.87011,130.1499,7.19,221.81
49072.33,1764.59,20.1006,0.86221,129.2209,7.2152,221.7
49274.42,1761.12,20.02,0.85695,129.3111,7.3277,226.99
49642.86,1769.61,20.0861,0.85914,129.7539,7.4933,232.3
49644.19,1753.2,19.7042,0.84425,128.8375,7.4714,236.62
49353.73,1739.02,19.2346,0.82818,127.307,7.5739,232.08
49715.77,1747.85,19.4653,0.83601,128.1876,7.8503,239.71
50578.17,1773.66,19.681,0.83487,128.8507,8.1524,238.29
51133.04,1806.25,20.1568,0.865,130.9,8.1795,242.88
51044.99,1800.55,20.0292,0.849,130.3497,8.05,241.97
51461.1,1812.82,20.1548,0.85836,133.3781,8.5,243.16
51196.49,1806.45,20.2438,0.86277,136.7314,9.1001,246.41
51268.0,1807.43,20.3181,0.8656,139.9525,8.71,249.71
51022.56,1824.6,20.53,0.87022,140.6657,8.9454,248.17
51143.36,1823.43,20.6159,0.86349,141.5698,8.9999,248.6
51244.76,1816.38,20.923,0.87152,147.4531,9.3701,254.79
51165.25,1811.26,20.73,0.86784,147.1672,9.578,251.23
51221.44,1814.84,20.9559,0.86936,154.5225,10.1465,250.74
51365.94,1818.94,20.8584,0.87556,152.7076,9.9,250.3
51421.46,1817.57,20.8568,0.87299,160.7006,10.45,250.72
52144.99,1837.46,20.9895,0.88937,168.8517,10.9479,258.47
52249.99,1829.45,20.9626,0.87913,167.3588,10.6,262.12
52369.86,1853.67,21.6779,0.89076,169.2,10.51,265.51
52120.15,1838.8,21.4735,0.88645,167.2,10.2241,265.44
52139.34,1850.15,21.5299,0.89227,165.2067,9.8432,271.36
52296.85,1870.45,21.9189,0.90091,169.6206,10.4,269.86
52140.05,1906.54,22.2026,0.91157,166.9434,10.1302,270.0
52350.26,1909.2,21.889,0.92078,166.7551,10.0919,266.9
52045.28,1892.95,21.6998,0.90851,165.8766,9.9007,264.19
52177.27,1901.83,21.8543,0.91759,166.6,9.9285,265.85
52188.59,1900.19,21.7374,0.93884,169.3003,10.1299,274.05
51925.11,1897.04,21.6414,0.95734,177.6,10.8876,269.43
51906.96,1898.38,21.5763,0.94489,180.1361,10.9,268.6
51694.81,1889.52,21.4428,0.93519,188.0575,11.49,264.16
51754.57,1900.28,21.52,0.94687,188.0,11.6595,266.8
51627.64,1915.55,21.4588,0.93972,182.5,11.2,265.75
51336.83,1899.1,21.087,0.92091,186.8421,11.6617,258.81
51437.49,1901.03,20.9134,0.9302,190.1167,11.7189,260.25
51791.99,1913.26,20.8857,0.93496,192.3211,12.3,262.36
52224.0,1923.39,21.1181,0.93869,196.1071,12.7378,263.86
51548.18,1906.65,20.9158,0.92151,195.0498,12.9196,259.48
52050.71,1920.89,21.2326,0.91463,199.0538,13.4912,257.6
51811.55,1916.17,20.7973,0.91665,194.1836,12.8275,256.01
51830.33,1925.39,20.8711,0.91667,191.3,12.6727,254.99
51738.1,1921.68,21.0118,0.90682,193.6993,12.8593,252.78
52093.37,1937.59,21.436,0.91851,198.1134,13.439,255.59
52001.23,1944.75,21.3578,0.92014,194.8982,13.1294,257.59
51839.21,1937.93,21.2076,0.91357,193.8349,12.9798,260.18
51555.69,1939.07,21.1503,0.9143,195.5679,13.1724,261.0
51489.38,1927.72,21.1531,0.92021,206.2829,14.03,259.57
51309.64,1916.53,20.6289,0.90765,216.0,14.6392,257.56
51213.77,1914.96,20.5658,0.90251,216.3266,14.7455,258.77
51210.25,1908.66,20.3002,0.89653,231.7614,16.8,260.2
51114.61,1901.6,20.5357,0.88917,242.6919,17.0009,263.51
51485.19,1913.09,20.3534,0.89398,270.8115,18.5916,264.04
51683.92,1921.16,20.5926,0.90979,251.1385,16.9997,268.32
51681.94,1917.24,20.3187,0.9137,260.9924,17.6108,273.28
52207.5,1920.38,20.5533,0.91794,257.6358,17.5,271.16
52662.97,1931.83,21.0454,0.9251,251.6755,16.6672,270.93
52657.36,1926.56,20.8144,0.92408,263.805,17.54,268.85
52683.37,1933.37,20.7623,0.94232,265.1064,17.7536,271.43
52507.01,1929.11,20.5475,0.92632,265.1876,17.8898,268.33
52783.94,1923.04,20.5127,0.91965,296.9,19.2938,266.35
52867.92,1914.4,20.2184,0.91076,322.0565,19.61,259.91
53870.06,1929.22,20.3694,0.91437,311.6874,19.1222,269.44
54350.14,1946.24,20.2103,0.9215,293.5608,17.4997,266.68
54769.99,1964.19,20.3145,0.93328,300.5099,17.8809,270.2
55388.97,1966.7,20.0904,0.93584,315.4,17.5869,272.21
54987.13,1952.7,20.0296,0.92648,324.9678,18.4483,274.85
55350.0,1951.57,19.8489,0.93621,323.5188,18.9315,279.42
55639.33,1958.27,19.8586,0.9378,333.599,19.15,277.78
55415.78,1951.58,19.5,0.9368,327.5726,18.7174,276.7
55922.05,1955.88,20.0771,0.92664,333.3426,18.9053,282.23
56241.36,1934.12,19.7566,0.92466,288.3674,16.1677,283.39
56190.56,1950.7,20.8335,1.04719,288.9024,15.8854,281.04
56162.33,1984.17,21.2203,1.06599,300.001,16.6028,281.04
55731.72,2018.97,21.4093,1.03439,287.2267,15.8598,279.6
55831.86,2022.82,21.7111,1.04021,291.3716,15.8178,278.14
55694.95,2014.98,23.0761,1.06312,293.3855,16.2872,277.61
55962.49,2028.39,23.7872,1.06,301.9996,16.298,276.62
55230.19,1985.8,23.3173,1.02413,292.3154,15.9552,271.45
55252.18,1991.61,25.1817,1.0361,295.0714,16.0849,272.73
55256.18,2003.25,26.8833,1.04673,294.5337,15.9197,273.08
55892.26,2003.79,26.4582,1.06704,298.5714,16.1889,277.17
56348.09,1999.3,27.0027,1.05812,303.8036,16.4571,273.14
57293.0,2024.16,26.9012,1.06732,297.1609,15.7593,273.25
57294.68,2029.6,28.6669,1.12144,284.4777,14.919,269.11
56317.71,1990.25,27.5161,1.08417,268.1318,13.7988,263.2
56183.39,1980.0,27.4126,1.08764,274.0,14.2021,260.6
56747.69,2002.72,32.0836,1.13062,277.5769,14.761,266.27
57072.27,1997.11,30.9586,1.15659,283.6363,15.6443,264.34
57133.58,1997.08,31.1771,1.15305,277.0267,15.316,263.87
57003.25,1993.82,30.8124,1.14993,272.4311,15.0472,262.25
56751.64,1987.16,30.8412,1.16663,269.5401,14.7001,256.94
56495.71,1964.76,30.2007,1.14666,253.1402,13.76,257.59
55472.18,1895.33,28.6634,1.13924,243.5,13.292,255.33
55885.1,1914.7,28.7393,1.1167,253.2001,14.59,256.05
55844.05,1918.32,31.3666,1.12525,275.1293,15.9649,256.74
56363.99,1937.58,31.1818,1.12215,273.85,15.7635,257.63
56331.49,1936.97,30.6079,1.12166,274.4231,15.7132,258.03
56526.95,1934.63,29.7999,1.10584,268.7225,15.2804,255.44
56711.48,1944.06,30.5,1.11183,265.3791,15.2876,257.2
56565.0,1944.31,30.1155,1.12553,263.1608,15.1996,257.38
56501.01,1940.9,29.59,1.12314,261.9996,15.1646,254.16
56116.17,1913.22,28.6856,1.10341,256.9086,14.9183,248.77
56531.53,1937.47,29.6129,1.12808,274.8647,16.1553,253.19
56812.22,1940.77,29.7753,1.11779,289.4197,17.4996,255.4
57572.91,1972.1,30.62,1.14809,280.4323,16.6993,251.85
57294.25,1962.23,31.6921,1.13534,284.5119,16.9201,254.28
56914.06,1942.82,30.4504,1.13168,287.4624,17.2141,252.13
57169.67,1948.3,30.0714,1.12628,292.8872,17.928,250.33
57407.01,1963.1,30.0194,1.12505,303.3388,18.312,254.76
57343.5,1960.92,30.2488,1.1079,301.7974,17.9283,258.84
57759.14,1959.11,28.9744,1.09743,287.12,16.886,254.98
57522.16,1950.76,29.0703,1.09958,297.2653,17.0116,254.93
58201.88,1964.52,29.6708,1.11,297.0098,17.0576,256.88
58093.6,1966.71,29.6898,1.11505,298.87,17.0517,254.04
57690.88,1930.75,28.9862,1.09723,286.0074,16.3899,247.54
57334.59,1920.06,28.3005,1.08068,281.5452,15.9423,246.05
57372.51,1929.75,28.6394,1.09347,293.0083,16.755,247.51
57465.09,1934.9,28.7779,1.09986,295.4545,16.6734,247.39
56278.55,1888.51,27.5513,1.0503,282.0644,15.858,241.67
56906.65,1914.88,28.4071,1.07944,285.9271,16.268,244.22
56892.15,1905.92,28.2844,1.06575,284.84,16.07,242.7
55877.3,1871.36,27.5748,1.04578,274.1729,15.3734,238.21
55817.61,1864.72,27.6365,1.03996,277.0002,15.53,237.99
55882.94,1868.79,27.4441,1.03325,274.0488,15.0907,236.47
56028.4,1873.67,27.6211,1.05076,276.8076,15.6033,241.28
56457.16,1887.34,28.3798,1.07107,277.8571,15.6,239.96
55468.67,1855.23,27.2877,1.03797,270.9742,15.1194,233.22
54727.51,1819.99,26.7959,1.02,263.0,14.3482,228.23
54851.48,1816.4,26.8906,1.01221,265.794,14.5478,231.63
54503.23,1801.89,26.1671,1.0029,258.6985,14.2733,234.44
53739.14,1780.18,26.1095,0.99071,251.7759,14.0594,227.56
51993.2,1725.21,24.637,0.9579,240.5839,13.3132,216.91
53500.01,1756.63,26.5591,1.0393,271.9858,15.4102,218.2
53244.04,1733.83,25.7948,0.99181,262.6127,15.0659,215.88
53173.52,1730.23,26.7793,1.02177,261.3782,14.8878,218.19
52084.51,1681.63,25.8953,0.97,247.036,13.838,213.58
53219.56,1717.88,26.9822,1.0063,256.4125,14.3697,218.39
53584.99,1746.19,26.9173,1.03492,259.2,14.7197,221.9
53800.0,1766.24,27.6169,1.06742,260.8088,14.8796,227.21
54898.17,1799.98,28.0002,1.11201,273.7648,15.6,225.74
54096.89,1776.33,27.3332,1.08597,267.0,14.9947,224.14
54107.06,1777.78,27.7142,1.09741,267.3996,15.0802,224.17
53443.97,1760.46,26.63,1.10858,258.0841,14.3987,218.91
52536.95,1713.41,25.4575,1.06247,252.2954,13.8423,215.28
51204.65,1667.44,24.347,0.99712,239.7276,13.1681,211.79
51878.34,1679.02,24.7076,1.03434,246.9582,13.6319,216.51
50722.37,1632.84,24.3596,1.02094,243.6299,13.287,215.84
49924.02,1619.5,23.8856,0.99771,236.9569,12.9538,204.32
49530.66,1577.51,23.1054,0.98488,231.6787,12.6485,201.49
49607.66,1585.15,23.1789,0.98999,231.4979,12.4712,201.89
46517.81,1442.58,20.1318,0.85907,195.111,10.0018,176.76
48049.96,1499.91,22.1943,0.92281,218.9609,11.63,188.22
47506.91,1479.81,21.6041,0.94209,214.16,11.4827,184.0
46355.43,1452.06,20.93,0.90809,204.9947,10.9,188.37
48693.42,1529.99,22.0718,0.96543,219.9468,11.8803,195.21
48750.41,1551.94,21.9788,0.97604,225.1074,12.3539,199.8
46962.84,1519.91,21.6965,0.94789,217.304,12.0,192.32
48603.19,1574.2,23.7244,0.97229,230.3554,12.9565,197.34
47370.56,1550.7,23.1207,0.95483,226.4317,12.68,196.12
47155.35,1518.94,22.704,0.94101,221.1472,12.1501,195.14
46852.94,1495.86,22.2431,0.92888,216.4638,11.8616,199.07
45480.27,1446.75,21.158,0.89323,205.5687,11.034,196.58
47789.14,1523.59,22.8442,0.93081,218.7491,11.8808,209.34
47931.14,1535.55,23.3673,0.93831,217.9532,11.81,210.0
48582.15,1567.88,24.1836,0.9412,224.8253,12.2563,217.76
48888.16,1577.3,24.8266,0.96083,232.5937,12.76,220.37
48454.22,1567.69,24.6438,0.94165,223.1346,12.0717,220.41
50183.42,1605.43,26.1499,0.99606,234.8803,12.75,224.47
50158.53,1617.61,26.5503,0.99688,240.8844,13.3,220.88
50898.07,1637.67,26.7763,1.00518,247.3012,13.8601,222.72
50631.06,1643.57,26.7027,0.99792,247.3049,13.8603,219.43
50226.44,1627.22,25.9687,0.98829,243.4404,13.6089,216.17
50089.15,1636.74,26.0556,0.98694,242.9148,13.6076,215.52
50080.02,1641.64,26.4474,1.00097,253.626,14.3001,217.48
50636.16,1677.29,26.8682,1.04187,269.3585,15.4218,222.1
50871.04,1691.05,26.7074,1.03936,271.7892,15.4895,222.38
50098.96,1661.79,26.15,1.0229,258.636,14.6874,215.11
50368.0,1678.01,26.3668,1.04276,265.6707,14.8189,215.85
50753.09,1690.36,26.6562,1.063,271.6465,15.5448,217.58
49472.86,1640.32,25.9135,1.02814,258.5677,14.6402,209.28
49391.63,1642.58,25.4973,1.0171,247.0012,13.895,208.63
49853.86,1661.27,26.3229,1.02674,257.5167,14.7585,210.84
49336.59,1646.66,25.5612,1.03979,249.63,14.2701,210.54
50069.34,1661.93,25.5985,1.06472,257.1717,14.6015,214.37
49599.23,1635.8,25.151,1.04424,252.0668,14.3587,210.17
48983.55,1599.68,24.8047,1.02673,244.0609,13.6332,206.41
49118.49,1603.48,24.9473,1.03436,246.1469,13.8007,204.46
48727.28,1590.48,24.5438,1.0205,243.5247,13.5191,203.46
48821.67,1590.86,24.6296,1.03285,248.0625,13.7593,205.03
49695.47,1624.24,25.2856,1.04945,254.625,14.1382,204.2
50529.35,1652.68,26.1022,1.06315,261.6117,14.5978,208.47
50513.08,1629.86,25.3634,1.03576,254.3784,14.0696,205.9
50664.09,1632.53,25.1819,1.03664,253.5837,14.0855,205.12
50226.08,1604.55,24.7573,1.03503,251.6832,13.9435,203.67
49652.87,1591.75,24.5387,1.02496,244.7518,13.5807,200.0
50413.7,1623.4,25.55,1.05213,250.7782,13.9254,206.06
50480.55,1618.65,25.0192,1.04123,248.9401,13.7364,205.5
50434.1,1635.22,25.1448,1.04356,247.8951,13.5421,207.85
49733.83,1599.16,24.5475,1.03091,242.0269,13.1804,204.44
49014.23,1597.07,24.2853,1.02644,242.1849,13.17,206.01
49593.4,1610.38,24.7449,1.03785,246.4404,13.1887,209.82
50335.95,1622.92,25.14,1.04727,247.9762,13.3796,212.86
51499.95,1648.76,25.5799,1.064,259.5295,13.9806,216.63
51369.67,1645.89,25.57,1.07247,258.5382,13.7,216.09
50853.76,1634.18,25.5635,1.07332,253.8099,13.4975,213.02
50860.62,1627.99,26.0219,1.11916,254.647,13.3907,212.24
50659.42,1621.39,25.9903,1.14612,254.9765,13.5258,210.95
49559.56,1592.95,24.9531,1.1317,247.0052,13.0992,205.55
49562.39,1580.87,24.7371,1.12319,246.1184,12.9959,205.04
49461.45,1585.92,24.9731,1.13193,246.805,13.0039,205.13
49145.88,1575.46,24.8668,1.13242,244.7762,12.8125,204.01
48069.17,1524.53,24.14,1.11286,240.2501,12.4465,200.59
48215.13,1516.22,24.2961,1.10649,242.7948,12.4676,198.88
47079.75,1482.02,23.4966,1.07635,234.6439,11.6482,199.24
46792.28,1480.23,22.7817,1.05356,227.479,11.2188,198.49
46504.06,1472.67,22.4541,1.0531,226.0425,11.3983,197.15
47362.82,1488.07,22.7153,1.07703,229.9615,11.6961,200.07
47344.13,1491.7,23.1128,1.08241,228.3987,11.6739,203.29
47021.09,1504.34,22.9318,1.05431,227.8939,11.595,204.92
45525.09,1450.17,21.8183,1.00594,213.5379,10.8191,199.45
46081.11,1462.11,22.1266,1.02011,222.1119,11.2022,202.21
44987.68,1430.69,21.8,1.0185,215.0,10.726,197.13
45724.8,1456.02,22.18,1.0536,221.2516,11.2301,200.95
46420.3,1476.84,22.9192,1.12596,230.4148,11.8418,206.78
46710.45,1487.38,23.2116,1.12192,228.4624,11.8599,209.05
46426.52,1483.21,22.8419,1.10992,224.7298,11.6282,205.63
46812.95,1483.34,22.9381,1.11617,227.6,11.9064,207.62
45967.6,1460.59,22.6314,1.09504,224.4158,11.7297,202.39
46863.19,1515.3,23.46,1.12623,226.5,11.8442,207.71
47598.59,1533.06,23.4576,1.162,231.4143,12.1474,208.62
48155.25,1551.26,24.2149,1.23322,235.9592,12.4912,214.78
47681.74,1520.31,24.3442,1.19053,233.2579,12.3333,211.72
47324.27,1507.78,23.9671,1.24563,230.5346,11.9894,209.49
46936.7,1479.06,23.5049,1.26446,225.4861,11.5375,204.2
46260.1,1446.17,22.8462,1.23413,222.8565,11.4134,200.78
45686.51,1429.62,22.4999,1.23588,219.3277,11.25,199.86
45482.38,1424.52,22.3477,1.19144,215.6775,10.9096,199.7
46302.75,1444.54,23.113,1.2426,221.7346,11.28,204.38
47539.57,1490.49,24.3845,1.24912,231.4288,11.8605,211.17
47769.27,1496.77,24.5504,1.25182,229.8291,11.791,210.52
47364.01,1489.09,23.9372,1.25606,225.8676,11.5012,212.87
47418.77,1490.61,23.8775,1.26526,228.0614,11.6521,215.0
47660.01,1500.68,23.9721,1.32107,229.1002,11.6945,216.91
47793.96,1505.68,24.0971,1.36283,234.749,11.815,217.17
47544.81,1505.05,24.2495,1.34244,233.5109,11.809,218.72
47162.1,1490.57,23.9336,1.35535,231.7413,11.64,218.21
46611.54,1473.35,23.6404,1.41664,226.5414,11.25,217.65
46660.72,1465.69,23.5769,1.428,225.6571,11.2648,213.57
46780.02,1466.2,23.9527,1.43037,226.4635,11.28,213.84
47303.19,1469.99,24.3041,1.45979,229.0966,11.4821,216.33
47439.33,1486.39,24.2857,1.40925,229.8877,11.1454,220.56
47458.24,1483.93,23.9888,1.32629,228.4581,11.0757,220.63
47093.36,1473.6,23.6632,1.37629,226.4285,10.8502,218.24
46550.98,1454.43,23.192,1.36088,223.5406,10.8903,216.0
46904.05,1471.37,23.36,1.38043,224.7175,10.9434,216.66
47065.23,1487.64,23.53,1.42374,226.0047,10.92,214.77
47157.04,1491.62,23.486,1.40563,226.0057,10.6616,216.4
47436.05,1513.0,23.9839,1.40365,229.4942,10.9873,218.81
47112.23,1509.28,23.9151,1.34314,228.0689,10.8773,215.17
46852.98,1507.53,23.8024,1.36343,229.2857,10.9435,212.08
45865.29,1464.58,23.0823,1.28563,223.9687,10.7446,207.67
46148.23,1459.56,23.589,1.31523,225.4784,10.6186,209.26
46378.07,1461.31,23.8897,1.31993,225.8163,10.6301,209.69
46473.53,1464.64,23.6696,1.27945,226.9387,10.71,208.03
45418.03,1431.38,22.7704,1.22873,220.378,10.01,202.66
44662.04,1370.33,21.4604,1.1732,211.6462,9.206,200.47
44427.5,1370.13,21.2309,1.20194,210.1985,9.1549,200.02
44828.18,1364.2,21.2559,1.1878,211.6876,9.2499,205.88
44389.05,1335.4,21.1022,1.1825,204.9591,8.7676,206.08
44426.53,1343.39,21.3706,1.19697,209.6816,9.1169,206.8
44893.28,1360.44,21.7395,1.26,212.8584,9.4493,208.73
45097.15,1365.08,22.1282,1.2946,213.9844,9.5625,210.91
45200.1,1363.6,22.0714,1.30082,214.5429,9.7204,218.22
45305.91,1371.99,22.0097,1.27509,216.6934,9.8378,222.95
44779.39,1358.78,21.6706,1.24621,211.5151,9.5,219.21
44190.56,1335.51,21.1136,1.22388,207.0,9.15,211.0
44582.09,1355.34,21.5862,1.26209,208.5137,9.0906,214.39
43408.97,1318.29,20.7037,1.20466,198.3945,8.5358,207.36
43566.5,1348.24,21.1428,1.21144,199.1689,8.6815,205.37
43173.65,1329.96,20.8094,1.19816,196.011,8.4957,205.12
43714.95,1350.88,21.2828,1.22968,199.0559,8.4972,209.34
44462.15,1390.99,21.9416,1.27764,205.3948,9.1143,213.01
44933.23,1410.88,22.1769,1.3013,207.1402,9.184,213.92
45224.75,1415.64,22.5,1.3449,209.1613,9.4256,218.48
45257.35,1423.18,22.2348,1.29497,208.6444,9.25,220.55
45226.61,1421.69,22.2448,1.31525,210.5809,9.3375,219.55
46300.72,1443.22,22.694,1.2741,219.2437,10.3593,221.11
46244.76,1442.0,22.9859,1.28856,219.9262,10.2913,219.53
46501.85,1442.56,23.0836,1.27105,225.5914,11.071,217.53
46380.67,1435.49,23.0447,1.27451,224.9245,11.1649,215.54
46499.1,1443.04,22.9261,1.27692,223.6324,10.9875,218.57
46243.05,1434.86,22.844,1.2666,222.0,10.9411,212.2
45898.76,1425.67,22.556,1.23892,217.7177,10.5306,210.71
46321.11,1438.7,22.8028,1.27827,222.9854,10.8477,213.14
47064.4,1466.16,23.3988,1.28519,230.8888,11.4213,217.5
47406.04,1505.99,23.9,1.26316,238.8411,12.2924,218.97
47659.53,1524.32,24.0195,1.26154,247.9798,12.972,218.18
47793.72,1526.93,23.8826,1.273,251.8105,12.6496,221.02
47978.18,1530.78,23.8673,1.27326,251.1471,12.7935,219.94
47879.86,1525.37,23.5819,1.25788,248.2252,12.5693,219.32
48144.13,1527.86,24.0051,1.26862,249.7175,12.5121,221.77
49280.5,1554.53,24.9729,1.28125,256.8678,13.001,224.66
49144.23,1545.33,24.5044,1.303,249.6,12.4959,223.56
48612.7,1522.51,23.8332,1.26879,243.1457,11.9716,220.57
48507.6,1525.38,23.8616,1.2912,247.6699,12.3475,221.34
48297.24,1514.23,23.6829,1.27857,244.5649,12.1333,219.62
48571.97,1519.82,23.8571,1.29368,246.437,12.2653,221.23
48836.01,1545.93,24.7,1.31484,250.0,12.5071,222.73
49184.94,1551.76,24.6577,1.3019,254.6603,12.9187,226.8
49638.48,1571.34,25.7499,1.29787,255.1388,13.14,230.62
49412.71,1566.07,25.8117,1.23364,255.8763,13.1428,226.1
49416.27,1569.27,25.9155,1.2293,256.0499,13.1699,225.96
49317.44,1569.32,26.3458,1.21877,253.2537,12.942,226.3
49007.97,1556.78,25.9489,1.2179,248.8202,12.5163,226.37
49184.91,1578.28,26.38,1.23019,251.4252,12.4646,231.56
48711.88,1558.62,26.4834,1.2166,248.1779,12.2622,229.28
48674.39,1543.73,25.6941,1.22178,246.6636,11.8327,225.46
48367.88,1540.29,25.8469,1.21333,246.53,11.8553,223.7
48898.12,1559.5,26.5228,1.23505,252.3032,12.1288,227.12
49179.54,1565.41,26.5469,1.24,253.1373,12.4793,226.69
48755.53,1557.07,25.9137,1.227,248.5349,12.19,223.5
48879.44,1568.67,26.2551,1.23414,250.2711,12.1059,225.14
48847.28,1564.1,26.4785,1.22633,249.6999,12.1883,221.9
49040.18,1574.1,26.704,1.23733,250.7068,12.2509,224.53
48938.17,1569.28,26.81,1.25455,250.51,12.3599,224.62
48709.99,1554.69,26.7441,1.24332,247.3819,12.173,221.0
47557.43,1499.05,25.5107,1.20871,235.6747,11.58,215.09
47885.12,1505.69,25.3877,1.21272,236.9602,11.6499,215.72
47707.06,1497.16,25.1428,1.20491,233.1966,11.4124,213.47
47476.88,1480.28,24.8312,1.19571,230.5647,11.309,213.77
47542.7,1469.37,24.8367,1.19651,233.0,11.3136,214.46
47431.21,1467.48,24.7142,1.18808,232.7574,11.4395,215.96
47819.42,1480.86,25.2959,1.21007,236.994,11.7212,217.84
48487.26,1487.98,25.5408,1.22382,239.7958,12.0508,220.87
48547.12,1501.96,25.7943,1.23017,239.6693,11.9261,220.82
48885.58,1525.36,26.3979,1.2299,241.1638,12.0491,222.84
48629.65,1518.44,25.9081,1.22802,239.2527,11.9998,220.79
48739.12,1523.73,25.6326,1.21926,238.2654,11.8875,219.62
49146.28,1541.52,25.9783,1.23725,244.0796,12.265,221.76
49117.86,1545.99,26.4488,1.234,244.5202,12.362,222.66
49563.22,1564.51,26.8571,1.23649,249.0142,12.7608,223.64
49799.13,1567.84,26.9029,1.2425,249.3644,12.71,224.52
50944.28,1593.51,27.3356,1.25715,251.4539,13.0,227.54
51480.57,1609.22,27.1169,1.2528,254.4809,13.1444,226.39
51450.22,1603.38,26.8091,1.24345,249.5,12.9368,223.01
51693.16,1608.16,26.8367,1.2443,249.5746,13.0104,222.75
52572.64,1651.21,27.4065,1.25858,254.66,13.4632,223.84
51581.89,1613.54,26.3673,1.24579,248.0436,12.983,219.97
50765.3,1590.16,25.884,1.22395,243.834,12.632,217.96
50790.35,1601.48,26.0408,1.23295,245.204,12.806,220.0
51104.55,1612.57,26.1836,1.23424,247.0383,13.0277,221.81
51340.99,1626.32,26.3265,1.24375,247.825,12.9582,220.5
51261.21,1620.08,26.1832,1.24945,246.1728,12.8897,220.47
50871.56,1606.59,26.0741,1.23959,245.4935,12.9143,223.87
50539.52,1577.82,25.5189,1.22809,242.47,12.64,220.51
50956.01,1595.52,25.8226,1.23233,244.3299,12.7345,223.63
50580.2,1584.5,25.366,1.2234,242.2141,12.7043,221.92
50371.33,1568.17,25.3529,1.2132,240.6,12.5908,219.07
50910.09,1593.53,25.7653,1.22463,242.5828,12.6864,221.77
51500.0,1615.04,26.3676,1.225,245.8166,12.9143,223.01
50803.6,1597.6,25.8424,1.21795,246.4285,12.9398,221.38
49585.6,1555.48,25.0102,1.19574,240.3535,12.551,215.5
49069.45,1538.47,24.9031,1.18752,238.806,12.459,213.77
49684.26,1562.13,26.9333,1.20806,243.1939,12.7765,218.68
49404.59,1550.32,26.9551,1.19365,240.5885,12.7552,215.5
49703.61,1571.62,28.2346,1.20355,243.284,12.93,217.79
50236.25,1571.42,28.6765,1.20717,243.9326,13.13,218.71
49087.25,1547.67,27.9468,1.19543,241.2116,12.585,213.89
