BTC,ETH,UNI,ADA,BNB,CAKE,XMR
55384.01,1696.63,28.2334,1.20189,270.9796,17.2196,234.58
55902.45,1703.92,28.4285,1.20782,273.5,17.58,234.97
57101.83,1734.35,28.6788,1.21164,275.8747,17.9583,236.59
57916.2,1757.46,29.124,1.22168,274.91,17.34,237.59
58021.33,1770.92,28.9368,1.21241,272.3733,16.9285,237.89
57843.71,1763.92,28.9902,1.20718,275.2999,17.6874,236.77
58027.33,1774.86,29.025,1.20717,274.1931,17.2417,239.79
57963.33,1781.75,29.037,1.21045,273.8725,17.1734,239.1
58120.0,1781.74,28.9638,1.21271,273.0267,17.23,238.33
57716.38,1788.06,28.5701,1.20199,272.3801,17.1891,236.42
57607.51,1806.46,28.7208,1.20133,273.4927,17.1581,236.7
57910.95,1834.02,29.2316,1.20838,274.4364,17.3308,239.24
57813.24,1827.56,29.0567,1.21091,274.2091,17.1275,234.92
57661.84,1815.68,28.9901,1.20597,272.9129,17.0327,233.94
57263.31,1807.66,28.88,1.20448,272.3445,16.9428,232.2
57536.28,1808.29,28.868,1.20094,273.25,17.02,234.38
57731.38,1813.16,29.1,1.19951,274.1413,17.0816,234.58
57620.16,1816.53,29.0,1.20219,275.123,17.2244,233.8
57505.45,1809.59,28.9556,1.2007,274.3152,17.3135,234.58
57410.4,1806.83,28.6757,1.19393,272.8074,17.1189,234.55
57309.4,1793.24,28.4425,1.19606,272.0699,16.8367,233.91
57149.88,1796.31,28.4537,1.19273,272.2204,16.8551,234.45
57542.01,1803.13,28.6291,1.20089,273.714,16.9062,235.84
57644.55,1807.67,28.571,1.20821,273.717,16.8551,235.74
58040.49,1815.8,28.6036,1.21274,275.343,16.7002,235.87
58098.27,1817.84,28.8,1.2106,278.8496,16.8377,236.15
57934.84,1814.25,28.813,1.20835,293.5,17.6397,236.08
58847.08,1833.37,28.9854,1.2172,292.4258,17.5485,237.67
58836.74,1835.87,28.935,1.22123,294.8932,17.9043,241.24
59236.99,1848.57,29.2318,1.23003,297.0253,18.3369,239.72
59120.15,1839.79,28.9374,1.22558,296.3298,17.7001,242.82
58889.76,1832.61,28.7204,1.21559,302.5582,17.9238,238.98
58866.59,1837.18,28.7061,1.21428,301.2,18.0714,243.66
58528.44,1830.71,28.5183,1.21075,296.3366,17.6756,242.73
58708.08,1831.19,28.5342,1.21256,298.0007,17.6936,245.47
58710.16,1835.22,28.872,1.21359,301.7507,17.8124,244.79
58868.69,1842.84,28.5844,1.21888,302.5861,17.8872,245.29
59091.59,1858.67,28.7402,1.22941,311.1628,18.4746,245.18
58640.63,1840.2,28.7226,1.21612,304.0693,18.0379,243.8
58743.09,1845.3,28.6276,1.2085,308.6,18.2756,246.97
58697.47,1839.84,28.5366,1.21318,310.2947,18.426,245.7
58769.99,1841.17,28.5453,1.21241,311.4,19.0,244.67
59007.77,1858.39,28.9853,1.21169,316.0885,19.4543,246.34
58900.42,1848.0,28.8761,1.205,309.96,18.7775,246.43
58652.07,1839.72,28.839,1.19261,306.8797,18.6458,247.93
58621.85,1823.7,28.4315,1.18715,301.378,18.2702,254.06
58745.44,1825.62,28.3515,1.19273,304.5728,18.549,254.07
58730.01,1832.71,28.3763,1.20414,306.9,18.9251,256.9
59700.0,1853.22,28.5245,1.20328,307.7078,18.85,260.92
58200.0,1814.65,28.0474,1.1859,302.3699,18.334,257.34
58000.01,1808.5,27.6992,1.18386,298.4689,18.2643,252.65
57968.65,1808.14,27.5858,1.1806,296.8775,18.0647,254.62
57719.39,1800.56,27.5878,1.17608,295.0851,17.66,258.79
58018.74,1809.04,27.7856,1.18154,298.7311,18.0083,261.53
58160.89,1815.33,27.8247,1.19315,303.1322,18.4723,257.24
58594.26,1829.23,28.0153,1.1919,307.5038,18.7202,255.15
58590.61,1834.41,27.9165,1.1902,304.8735,18.3607,256.46
59290.86,1849.2,28.0,1.19125,306.4206,18.2579,254.39
59008.97,1846.42,27.6221,1.17698,304.0067,18.0485,248.62
59260.91,1853.46,27.6155,1.18134,304.3442,18.3267,250.91
59300.23,1891.56,28.01,1.18824,305.7617,18.6011,252.9
58562.1,1900.54,27.6157,1.18397,301.0955,18.3,245.61
58948.87,1939.61,27.8469,1.18974,300.3567,18.3864,244.3
58951.21,1930.37,27.9748,1.19566,300.1053,18.315,245.39
58629.32,1904.51,27.9135,1.18798,299.3298,18.1365,243.86
58772.47,1919.86,28.0617,1.19224,302.5807,18.068,246.09
59213.75,1932.41,28.4907,1.19444,304.6462,17.6479,247.14
59140.99,1940.3,28.6645,1.19061,306.2425,17.6422,249.63
59090.3,1925.59,29.1796,1.19125,307.5017,17.7293,246.87
59137.93,1923.35,28.9666,1.18804,306.5393,17.5405,246.15
58889.66,1916.7,28.8255,1.1942,306.4126,17.5581,246.97
58788.82,1909.86,28.762,1.18949,305.1849,17.4374,250.15
58750.0,1915.72,29.1678,1.18816,310.1821,17.6936,251.66
58832.87,1926.35,29.5219,1.191,313.2865,17.8694,252.02
58844.86,1943.52,29.9946,1.19704,315.7441,17.8812,251.03
58826.91,1937.48,29.7,1.19235,314.3243,17.55,254.35
58626.35,1929.39,29.4033,1.19101,316.7567,17.5995,249.47
58587.43,1920.23,29.32,1.18978,313.6687,17.3205,250.88
58734.96,1922.34,29.1839,1.18972,315.4427,17.1736,254.04
58925.68,1934.04,29.2342,1.19224,320.7667,17.341,252.43
59001.16,1932.01,29.2282,1.19,327.8274,17.248,252.44
58979.49,1944.28,29.5841,1.19439,327.4529,17.2272,253.37
58755.08,1946.48,29.6193,1.19159,325.8245,17.0186,255.32
58501.49,1940.41,28.8929,1.18693,321.9351,16.85,252.6
58697.63,1966.63,29.0732,1.18692,327.5505,17.0386,251.8
58894.28,1973.12,29.077,1.18448,327.6739,16.9635,250.11
58838.02,1969.29,28.9128,1.1882,328.7185,17.18,246.73
58743.08,1962.92,28.86,1.18797,331.7675,17.1744,248.04
58975.2,1970.66,28.8547,1.1868,335.8448,17.2262,247.39
58706.48,1967.62,28.6496,1.18303,334.6484,17.102,250.61
58621.61,1957.21,28.741,1.18378,349.0,18.0468,254.61
58865.8,1994.67,28.9979,1.18854,347.1257,18.12,258.65
59659.04,1995.85,29.2331,1.19366,343.5307,17.7628,258.03
59826.65,1995.18,29.3275,1.19088,343.5881,17.6573,254.95
59534.81,1994.44,29.5714,1.1947,344.3913,17.8097,253.2
59521.33,1989.7,29.328,1.19266,352.3902,18.0637,253.77
59510.21,1995.12,29.1886,1.20064,351.9808,17.861,253.48
59414.13,1994.38,29.0789,1.22567,351.392,17.8087,255.71
59467.11,1990.89,29.1581,1.22133,352.0008,17.7521,255.09
59620.38,1995.34,29.3339,1.21529,350.5363,18.1932,255.34
59597.42,2000.38,29.2798,1.21524,347.7914,18.1249,260.88
59550.62,2006.09,29.3512,1.20837,347.0,18.0097,258.47
59494.51,2005.12,29.2855,1.21052,346.0788,17.92,257.77
59200.0,2006.95,28.9981,1.20274,345.4075,17.9532,255.15
59356.0,2070.01,29.3773,1.20269,349.2,18.068,258.04
59469.21,2073.62,29.695,1.21192,346.8011,17.7987,256.16
59253.09,2058.15,29.2736,1.21139,342.54,17.5554,258.26
59174.17,2054.13,29.3183,1.20489,337.07,17.2335,257.45
59089.12,2054.69,29.3829,1.20113,334.7759,17.1703,254.44
58850.0,2062.63,29.224,1.19576,337.3921,17.3123,253.77
58665.53,2090.99,29.4838,1.18995,340.8728,17.41,254.32
58740.09,2091.41,29.4502,1.19011,336.9246,17.2244,255.63
58820.0,2110.3,29.5772,1.18643,332.3274,17.0255,255.72
58966.02,2134.19,30.2197,1.19035,338.3643,17.0552,257.76
59395.63,2121.64,30.7606,1.22165,344.0201,17.2588,259.61
59254.96,2103.56,31.2857,1.22594,338.4401,16.95,259.58
59399.0,2108.63,31.8855,1.22796,339.2096,16.7939,261.72
59216.01,2093.04,31.1274,1.22175,338.9433,16.649,262.98
59382.09,2099.46,31.7295,1.21862,341.8035,16.8981,262.27
59450.16,2105.12,31.5725,1.21397,341.0864,16.926,262.38
59402.11,2125.58,32.38,1.22355,344.4776,17.1102,260.71
59292.75,2111.13,32.0485,1.22541,342.5091,17.0295,259.47
59030.25,2095.48,31.4,1.21358,339.931,16.8231,259.72
59410.58,2106.94,31.4995,1.216,340.8,16.8978,261.93
59325.62,2097.02,31.35,1.21264,342.0344,17.1106,259.99
59244.62,2096.11,31.1923,1.21608,345.8037,17.1517,264.92
59248.41,2103.67,31.8547,1.21881,348.5975,17.2114,265.01
59400.0,2115.74,31.8926,1.22395,346.5,17.0083,265.13
59141.03,2091.3,31.4499,1.22601,342.4007,16.7448,263.0
58816.86,2070.66,30.6985,1.20608,338.8741,16.5064,260.02
58793.57,2070.0,30.9601,1.20452,338.9697,16.4332,260.26
58219.27,2031.85,30.1661,1.18661,331.1246,16.0478,258.82
58458.7,2068.15,30.6278,1.19564,336.5419,16.4081,257.38
58592.11,2095.53,30.7182,1.1964,336.3682,16.4543,259.15
58062.95,2060.53,30.1445,1.18293,329.2516,16.1047,255.78
57634.34,2033.4,29.8803,1.1725,323.0,15.759,258.66
57563.73,2033.72,30.004,1.17415,324.2388,15.798,257.1
57060.02,2009.02,29.3656,1.16319,322.036,15.5955,257.15
56652.35,2001.71,29.43,1.16501,323.0092,15.5883,253.57
56951.31,2011.08,29.9798,1.17159,327.8,15.8435,253.51
57382.0,2013.88,29.9611,1.18059,333.4938,16.0274,256.1
57508.0,2016.05,30.1007,1.18129,333.9057,16.0545,250.83
57547.81,2013.28,29.7926,1.17331,332.4489,15.9464,249.83
57486.64,2014.4,29.6968,1.1737,333.6873,15.9882,248.01
57443.88,2018.93,29.9191,1.1743,334.5181,16.0252,249.15
57624.03,2035.05,30.0318,1.17239,336.4662,16.318,252.91
57444.56,2037.52,30.2063,1.17273,339.5097,16.587,253.16
57692.9,2058.38,30.4966,1.1817,345.7416,16.8907,255.75
57717.11,2055.43,30.6836,1.18368,341.926,16.5431,262.17
57279.46,2043.6,30.15,1.17317,337.68,16.2928,263.57
57756.86,2066.66,30.6166,1.17958,340.5338,16.3725,265.3
58131.77,2081.68,30.5234,1.1819,343.6796,16.6302,265.25
58125.81,2084.75,30.75,1.18075,344.9156,16.6846,268.94
57913.86,2076.87,30.4242,1.1773,344.2236,16.7161,266.83
58030.7,2073.38,30.5019,1.18307,345.3082,16.5803,264.73
58179.44,2079.25,31.2909,1.18865,350.1908,16.8773,264.47
58099.82,2072.78,30.94,1.18768,347.7587,16.7306,261.32
57949.87,2061.1,30.7283,1.18065,347.2693,16.7043,261.31
58016.0,2062.12,31.0025,1.17955,351.6665,16.9225,260.75
58114.49,2076.86,31.1623,1.17971,351.1764,16.912,263.82
58123.77,2070.73,31.05,1.17915,347.7711,16.7953,263.49
58203.64,2075.95,30.8983,1.18207,348.957,16.75,263.81
57909.09,2056.28,30.5477,1.1735,344.5495,16.5,262.36
57795.43,2057.34,30.7805,1.17845,344.7941,16.4384,266.45
57599.26,2043.69,30.4074,1.1772,346.0214,16.4685,265.8
57475.95,2028.74,30.2699,1.18384,344.9345,16.3088,264.79
57290.03,2022.56,29.9809,1.1775,344.8659,16.2873,262.41
56917.31,2011.18,29.7591,1.16882,337.0194,16.0182,260.05
57147.01,2014.2,29.9517,1.16573,337.5749,15.91,263.77
57247.17,2028.41,30.204,1.17013,340.4452,16.1133,266.04
57146.82,2028.56,30.1019,1.16722,340.9088,16.034,262.26
57530.81,2043.94,30.1079,1.17244,348.2,16.369,265.61
57654.0,2048.55,30.4436,1.17582,359.9989,16.7863,265.06
57739.43,2056.66,30.663,1.18055,363.1474,16.9392,264.95
57954.91,2060.2,30.5375,1.17926,364.4496,17.38,262.85
58108.86,2080.42,30.6286,1.187,374.5008,17.8048,263.37
59176.87,2118.21,31.0232,1.20531,374.4532,17.547,263.1
59024.44,2113.14,31.0233,1.208,377.2414,17.592,264.26
58987.92,2110.74,30.7537,1.2088,373.1912,17.2112,267.0
58949.62,2107.53,30.7749,1.20434,374.24,17.2855,266.84
58882.83,2098.86,30.8347,1.19799,371.0654,17.0555,262.8
59016.93,2104.6,30.8886,1.19344,373.7545,17.2721,264.04
58778.68,2104.18,30.897,1.19312,374.7999,17.3178,264.39
58668.88,2109.14,30.8093,1.20123,371.6532,17.1106,265.45
58882.08,2113.66,31.0067,1.22528,371.1134,17.0,266.3
59128.9,2107.33,30.8346,1.21195,367.9574,16.9526,265.6
59363.65,2141.73,31.1612,1.20315,373.5284,17.2,263.68
58811.0,2122.7,31.144,1.20501,365.3174,16.7859,262.61
58746.39,2128.35,31.3351,1.20775,368.8945,16.8765,263.31
58614.37,2114.33,31.0992,1.1996,370.1251,16.9583,264.2
58794.51,2123.45,31.0666,1.202,374.3267,17.2953,266.48
58863.0,2131.24,31.2775,1.20898,387.0,17.95,264.85
58833.38,2131.5,31.2908,1.21169,379.8464,17.4381,267.14
58578.45,2099.38,31.0756,1.20295,376.6475,17.1689,266.4
58471.4,2086.01,30.9254,1.19719,378.6736,17.18,267.85
58672.62,2115.08,31.3162,1.20301,386.4804,17.5108,271.0
58358.4,2099.2,30.9196,1.19499,387.6,17.3333,268.78
58532.01,2113.29,31.0421,1.20221,396.8367,17.7083,273.74
58462.82,2109.38,32.0881,1.28909,391.3847,17.4887,272.11
58408.16,2103.25,31.6537,1.29849,389.4929,17.3124,273.9
57934.69,2080.0,30.9174,1.26114,387.4613,17.1092,266.63
57816.92,2084.7,30.8,1.27309,386.4909,17.2133,269.28
58078.57,2104.75,31.2095,1.2782,391.3163,17.4712,268.89
58240.21,2125.68,31.3755,1.26887,393.4864,17.4566,271.53
58234.41,2123.81,31.231,1.27571,394.2857,17.6769,272.76
58223.14,2113.51,31.131,1.25797,397.7642,17.835,274.34
58205.11,2120.86,31.1112,1.23814,404.102,17.993,268.85
57857.33,2112.66,31.0223,1.24188,404.0012,17.9616,271.8
57889.91,2112.2,31.1,1.24458,407.8627,18.2371,271.48
57982.78,2111.86,31.2307,1.25196,402.99,18.0038,270.6
57638.47,2092.04,30.762,1.24075,394.4467,17.5305,271.81
57501.78,2097.28,30.7268,1.23809,407.0798,18.1114,273.18
57768.5,2109.53,30.996,1.25506,405.883,18.08,275.81
57898.1,2104.42,30.8638,1.268,401.7486,17.8124,278.04
57638.4,2090.31,30.4506,1.27853,405.0,17.8352,276.13
58279.38,2101.08,30.4738,1.2778,408.3799,18.0117,279.54
58049.78,2089.42,30.3194,1.2596,409.7695,18.0368,275.74
57839.13,2074.47,30.101,1.24736,403.8083,17.7743,278.13
57736.04,2062.66,29.9424,1.23621,395.0,17.0001,277.68
57455.57,2052.42,29.6109,1.2265,391.2012,16.8626,271.09
56785.17,2006.39,29.0,1.20301,370.9388,15.9551,263.91
56313.8,1977.68,28.61,1.19224,370.9999,16.1846,259.8
56453.28,1981.99,28.8693,1.19202,372.7828,16.5302,261.52
56733.3,2002.13,28.8757,1.20558,385.8194,16.9557,266.08
56651.84,1995.23,28.4862,1.19166,383.2293,16.8199,267.88
56440.0,1976.97,28.4756,1.18264,374.5,16.7546,268.29
56530.22,1995.59,28.7667,1.19597,383.5463,17.5416,271.8
56024.53,1965.65,28.0005,1.17857,372.8104,17.0789,264.62
55831.41,1961.52,28.011,1.17794,370.2143,16.8197,262.17
56106.01,1982.02,28.4285,1.18019,375.3628,17.13,261.64
56210.52,1987.09,28.5613,1.18585,377.0,17.2581,262.76
56177.72,1996.39,28.7261,1.19072,379.9168,17.3374,262.19
56425.14,2006.57,28.9813,1.18693,384.7195,17.77,262.85
55935.39,1962.2,28.4934,1.17315,375.2233,17.1705,257.0
56396.63,1984.58,28.8246,1.1858,384.2196,17.8453,255.09
56477.3,1989.76,29.0676,1.18721,384.9626,18.086,256.06
56471.42,1993.68,29.2091,1.18404,387.6198,18.3617,254.81
56498.64,1995.49,29.247,1.18873,396.3,19.1712,256.31
56876.96,2017.32,29.5612,1.19819,399.6668,20.0,258.96
56820.33,2009.7,29.5973,1.18919,395.6556,19.913,261.08
57088.1,2017.11,29.6168,1.20077,400.9672,19.7794,263.52
56994.67,2027.09,29.8837,1.20123,397.6038,19.6965,263.28
56868.74,2014.24,29.5531,1.1974,398.0845,19.8768,262.72
56650.61,2000.0,29.1836,1.18724,399.099,19.6094,265.66
56719.48,1997.35,29.316,1.19092,398.6612,19.653,263.94
56415.11,1996.6,29.172,1.18988,394.4395,19.2338,262.74
57456.46,2028.85,29.6474,1.20822,410.4,20.3894,268.82
57427.41,2028.39,29.6287,1.21208,410.6844,20.25,266.73
57669.02,2042.56,29.45,1.21227,414.6785,20.3863,266.94
57755.29,2058.91,29.5856,1.21275,418.0021,21.0315,269.42
57710.41,2066.71,29.7551,1.21806,414.5,20.6707,269.99
57739.92,2063.61,29.6555,1.21619,416.4841,20.9334,267.77
57904.59,2066.13,29.599,1.21571,417.209,20.8484,268.65
57737.33,2057.4,29.6632,1.21446,420.0078,21.0899,265.99
57664.31,2054.84,29.607,1.20602,414.0781,20.42,269.76
57662.52,2051.45,29.6281,1.20676,415.4658,20.6326,269.44
57900.56,2071.41,30.0958,1.21455,417.252,21.1133,271.39
58075.58,2080.3,30.2434,1.21895,418.4476,21.1,269.82
58291.74,2091.93,30.3157,1.22426,412.6758,20.6902,269.82
57967.85,2079.44,30.1542,1.2137,412.3712,20.2784,266.7
57892.99,2074.69,30.2533,1.21025,411.1515,20.245,266.3
57989.79,2072.6,30.2713,1.20573,407.551,20.0549,267.68
58193.84,2075.21,30.1324,1.2114,412.0821,20.2532,269.4
57939.99,2070.86,29.9609,1.20432,410.5,20.1365,268.35
57830.01,2072.66,30.1055,1.20656,414.6336,20.5312,270.74
58050.99,2077.69,30.3281,1.21432,421.2594,20.5055,274.79
57740.21,2068.36,30.0237,1.20264,417.4474,20.1198,272.91
57893.46,2078.78,30.2448,1.20505,427.9998,20.8222,274.04
58616.68,2087.96,30.2915,1.2145,431.2734,21.4325,279.34
58517.88,2083.36,30.3065,1.21358,437.1158,21.88,283.41
58489.07,2078.52,30.1583,1.20854,439.5614,21.889,285.87
58381.37,2073.54,30.0312,1.20942,443.1249,22.3808,284.11
58352.43,2067.24,29.8764,1.20737,440.5295,22.3526,283.8
58226.04,2061.77,29.7244,1.20273,437.4233,22.227,282.11
58183.43,2070.52,29.7592,1.20552,441.5545,22.271,280.85
58392.13,2074.41,29.8367,1.207,444.0888,23.6296,278.6
58368.92,2077.77,30.0229,1.20725,443.1897,23.462,278.55
58349.96,2076.66,30.0245,1.20825,438.4244,23.4343,278.92
58319.86,2070.41,29.7362,1.20571,442.8679,24.1392,276.56
58342.0,2074.2,29.7428,1.20743,444.0012,23.9198,277.0
58067.45,2065.56,29.4862,1.20291,439.8906,23.2895,277.74
58105.83,2065.77,29.5283,1.2015,453.3895,24.1304,273.41
58076.53,2065.23,29.2148,1.19861,464.095,24.5713,283.4
58388.86,2095.8,29.3811,1.20067,474.7633,25.0444,282.67
58691.6,2115.55,29.6388,1.20223,479.6316,24.3709,280.63
59200.0,2143.4,30.2,1.21103,474.0247,23.8771,283.06
61028.25,2189.54,30.5732,1.23586,460.1243,22.4111,288.27
60815.95,2170.67,30.4391,1.2312,472.3934,23.2784,286.65
60563.01,2167.17,30.67,1.25043,479.0369,23.6338,287.18
60478.57,2162.76,30.4799,1.23063,473.5386,22.9448,289.19
60516.92,2161.38,30.4739,1.22793,473.1007,22.4533,293.2
60754.56,2165.09,30.3197,1.23087,479.0397,22.8804,291.05
60637.3,2162.24,30.2739,1.22398,483.4813,23.3118,294.27
60527.07,2158.79,30.2554,1.22284,484.1983,23.1176,298.34
60052.73,2143.04,29.8046,1.21249,475.6785,22.6917,292.28
60443.46,2156.63,29.8113,1.22352,479.4999,22.2787,293.18
60370.72,2157.22,29.8565,1.2292,476.0325,22.2875,292.71
60223.7,2155.21,29.7813,1.227,474.5,22.3409,291.54
60217.01,2152.35,29.6981,1.22004,472.5,22.31,290.18
60057.12,2144.15,29.8865,1.21714,464.3,21.7804,290.34
59964.33,2141.05,29.6952,1.21703,471.2089,22.2276,288.34
59524.14,2126.81,29.5616,1.21062,470.5319,22.0168,286.65
58573.52,2094.89,29.268,1.20044,465.751,21.83,283.0
59125.88,2115.47,29.694,1.21109,476.3019,22.7809,292.09
58997.0,2109.47,29.5918,1.20861,468.7511,22.3418,291.12
59748.95,2132.92,29.7857,1.21732,471.1222,22.7806,291.72
60119.11,2135.42,29.5135,1.22748,464.2963,22.3452,295.49
60564.54,2150.74,29.4227,1.22703,471.0,22.8492,298.57
60476.07,2151.19,29.5799,1.22233,466.1795,22.5691,297.54
60222.54,2142.76,29.6607,1.22201,463.0502,22.3232,296.12
59844.33,2128.25,29.5561,1.21241,464.9833,22.2712,294.94
59634.11,2120.67,29.4594,1.2099,469.314,22.5715,294.23
59682.97,2127.27,29.3826,1.20971,475.6483,23.0859,294.47
59608.14,2129.35,29.4754,1.20941,473.0,23.478,298.09
59913.69,2141.72,29.7902,1.21345,474.5334,23.3401,297.46
59623.09,2137.04,29.5802,1.20933,471.1821,23.2265,295.96
59551.26,2139.32,29.7225,1.21101,467.6418,22.6,297.55
59674.0,2145.45,29.9381,1.22069,470.6125,23.0279,298.09
59662.93,2143.71,30.2588,1.28,474.1636,23.0993,297.08
59284.55,2125.09,29.8635,1.24618,473.3074,23.1,294.82
59507.86,2138.69,30.0305,1.23682,486.8999,23.79,296.62
59599.16,2146.71,29.93,1.23939,492.3792,24.5318,300.19
59502.05,2135.32,29.8163,1.23473,493.0,24.95,305.89
59805.7,2146.73,30.0769,1.25927,498.9761,25.4201,310.85
59814.71,2149.17,30.2372,1.26187,501.7252,25.4289,317.64
59647.06,2140.85,30.215,1.25809,499.4615,25.1499,328.06
59653.54,2143.89,30.341,1.27071,504.1935,25.2258,323.99
59566.25,2133.33,30.2357,1.27076,507.1064,25.46,325.16
60053.95,2143.94,29.9665,1.28339,523.5992,26.4693,327.62
59963.16,2149.98,29.8923,1.26304,525.4823,26.1415,328.44
59768.51,2136.33,29.5279,1.27203,520.2999,25.65,327.38
59811.69,2144.35,29.9368,1.28538,521.0,25.32,328.91
59644.96,2133.6,29.8287,1.30796,522.7876,25.0622,327.81
60319.26,2147.17,30.2176,1.32535,550.8761,26.3604,330.96
60072.81,2150.23,31.049,1.31534,572.6568,27.3751,330.47
60159.27,2147.68,31.6992,1.32571,561.6861,26.1479,321.06
60784.49,2183.75,31.9035,1.31955,565.626,26.0609,327.78
60671.78,2179.89,31.4826,1.29211,580.2622,26.5903,329.5
60633.32,2181.54,31.5479,1.31238,600.7613,27.2667,332.8
59967.79,2144.08,32.7062,1.28946,558.3526,25.1493,326.98
59739.61,2136.33,33.675,1.28729,562.8311,25.051,329.37
60207.99,2148.19,33.5573,1.31697,593.3092,25.6902,343.37
60406.62,2154.77,33.2976,1.31,579.4821,25.2,342.35
60296.57,2149.55,33.6192,1.29468,575.7785,25.2346,337.6
59872.39,2128.44,33.274,1.27253,563.8805,24.461,328.6
59954.73,2120.51,34.8951,1.27645,570.3828,24.92,326.14
59939.87,2127.39,37.1795,1.29804,575.8208,25.1179,320.72
59710.34,2119.04,36.3514,1.29377,583.3856,25.6281,319.27
59949.64,2137.62,36.9558,1.30351,581.0955,25.7612,321.74
60054.1,2140.91,36.7708,1.30415,587.9646,26.0952,319.69
59991.04,2145.44,36.3809,1.31099,606.2,26.6328,317.52
59959.01,2144.98,36.6865,1.30121,597.7401,26.3358,316.99
60009.24,2148.36,37.9448,1.33374,603.2627,26.7962,316.4
59834.64,2136.77,36.6953,1.31388,596.515,26.2057,313.97
60413.6,2157.42,36.4252,1.32167,594.2704,25.7723,310.85
60613.68,2164.44,36.3086,1.31602,587.4619,25.5489,308.96
60800.0,2166.89,35.967,1.30622,572.3405,25.054,309.55
60468.79,2162.2,36.2071,1.3087,570.5808,25.0224,313.63
60560.01,2162.63,35.3808,1.30199,567.7964,24.934,313.94
60658.1,2163.17,35.4916,1.29239,560.3673,24.4508,310.55
60720.0,2158.39,34.6416,1.28983,543.0447,23.5374,307.7
61049.44,2163.59,34.869,1.31337,549.9663,24.0561,313.27
62697.64,2219.83,34.6043,1.31712,539.2438,23.4698,311.87
62905.35,2215.74,35.0007,1.32286,544.3853,23.969,314.0
62753.47,2212.66,35.448,1.34482,556.0362,24.1201,319.25
62945.21,2229.25,34.8706,1.33968,549.9235,23.8,317.89
62996.41,2228.05,34.8597,1.36493,564.177,24.1684,320.13
62792.96,2227.78,34.9694,1.39299,569.6263,24.4242,319.81
62943.77,2262.48,35.6091,1.40676,574.66,24.8215,322.38
63351.12,2276.33,35.0552,1.3819,560.5655,24.1653,321.87
63167.08,2272.06,35.1019,1.405,559.8859,24.1981,326.17
63363.37,2311.53,36.0236,1.3997,557.8648,23.9055,324.9
62643.89,2264.83,34.9638,1.39514,546.6574,23.4048,321.33
63002.68,2297.51,35.3679,1.41648,560.8454,24.1353,327.01
63179.53,2301.87,35.5305,1.41187,561.1928,24.3459,328.9
63142.08,2282.67,35.429,1.39353,558.8657,24.674,326.81
63243.52,2284.73,35.2882,1.40281,552.8042,24.4293,330.81
63584.15,2300.08,35.4725,1.41151,551.6853,24.2223,327.83
63331.59,2298.46,35.8657,1.43566,571.5,25.2872,325.71
63464.98,2292.65,36.4387,1.44177,565.6117,25.0389,327.62
63218.17,2295.38,36.4,1.47811,559.2517,24.695,329.86
63759.16,2347.32,36.3307,1.45866,568.45,25.177,328.07
64281.55,2371.67,36.2518,1.53875,574.2604,24.8197,324.95
64065.69,2361.16,36.2809,1.5091,579.9956,24.7825,322.0
64613.09,2389.43,35.9996,1.52008,583.4351,24.5104,323.07
64329.94,2371.81,36.0938,1.50603,576.0779,24.1766,324.49
63979.01,2348.8,35.2725,1.49498,581.3665,24.3255,326.1
63609.48,2343.18,35.0316,1.44099,572.4723,23.9278,321.13
64127.87,2360.56,34.9591,1.4884,571.5,23.8618,325.47
64540.17,2390.93,35.2678,1.47201,574.926,24.082,327.77
63903.53,2360.35,34.6953,1.42314,565.1729,23.5988,323.47
63801.71,2356.8,34.3801,1.41822,555.851,23.2374,319.01
63002.47,2328.67,34.0182,1.39693,542.454,22.9055,314.24
63054.71,2349.35,34.1655,1.43455,545.9759,23.1325,317.07
63514.37,2375.01,34.925,1.45843,564.0,23.8283,321.82
62265.06,2330.3,34.1513,1.40459,545.842,23.0333,318.28
62101.54,2337.21,34.7697,1.41826,541.991,22.8289,312.91
62122.51,2334.34,34.3177,1.41149,536.2758,22.7245,312.13
62379.88,2370.09,34.7162,1.43029,539.4,22.94,316.93
62774.2,2426.04,35.3143,1.45834,542.5397,22.8696,320.46
62825.26,2426.63,36.1632,1.45805,539.271,22.7422,320.22
62961.88,2432.47,36.08,1.45169,550.1989,23.2317,321.19
62711.12,2415.88,35.7141,1.43069,540.1422,22.7457,319.75
62655.33,2418.84,36.2218,1.42768,538.2379,22.7875,323.84
62813.68,2424.75,36.8973,1.43107,538.7075,22.8456,323.0
63048.15,2475.86,38.3549,1.44333,545.2146,23.1399,324.0
62958.18,2450.72,37.7376,1.43116,546.4405,23.2652,322.5
63115.62,2469.74,37.9999,1.44318,547.8107,23.4698,325.74
62952.74,2464.73,38.215,1.43638,546.7,23.5686,325.0
62866.98,2469.87,38.1064,1.43874,550.4422,22.7156,323.31
62627.31,2436.88,37.6053,1.449,547.6229,21.9898,327.27
62618.48,2449.52,37.7819,1.47847,553.174,21.6,327.28
62161.78,2413.32,36.8553,1.44386,540.6651,23.579,322.52
62359.49,2428.59,37.4768,1.45084,542.0392,23.3878,325.75
62637.26,2439.4,38.0272,1.47557,547.6601,23.7055,327.91
62955.67,2467.37,39.0739,1.48072,551.2862,24.2244,334.48
62663.26,2463.91,38.9917,1.47277,548.5413,24.1439,334.26
62739.28,2462.61,38.5421,1.48,551.0912,24.1052,344.21
